HSNS1	HSNS2	HSNS3	HSNS4	HSNS5	HSNS6	HSNS7	HSNS8	HSNS9	HSNS10	DDP1	DDP2	DDP3	DDP4	DDN1	DDN2	DDN3	DDN4	DDM1	DDM2	DDM3	DDM4	age	gender	accuracy	country
4	5	4	1	1	2	4	4	5	1	4	2	4	2	4	2	3	1	2	4	5	2	24	2	86	US
4	2	2	4	4	4	1	2	2	2	2	1	2	5	2	1	2	2	1	3	5	3	31	1	84	US
4	5	5	2	5	5	2	2	4	1	2	1	1	4	4	4	2	4	2	2	3	2	15	1	58	US
5	4	4	0	5	4	4	4	4	2	4	4	4	5	5	4	3	3	4	4	4	2	23	2	87	US
5	4	4	3	4	5	2	3	4	3	4	3	4	5	4	2	4	2	2	3	4	2	21	1	93	US
5	5	5	4	4	5	4	2	5	1	4	1	4	5	4	5	1	1	5	4	2	4	13	1	88	GB
5	1	5	4	1	5	2	3	2	5	4	1	1	5	4	4	5	2	0	3	4	2	16	1	45	GB
5	4	4	3	1	5	4	5	5	4	2	5	3	4	5	4	4	3	3	4	5	3	21	1	84	US
4	2	5	2	3	5	4	2	4	2	1	1	1	4	2	4	5	3	1	4	4	3	14	1	92	CA
4	1	4	1	4	4	0	2	2	2	1	2	0	4	4	4	2	5	1	1	4	2	13	1	78	GB
3	2	2	1	1	4	4	2	4	2	3	1	3	4	1	1	1	2	2	3	3	2	13	2	96	US
5	5	4	4	3	3	5	0	5	2	5	4	0	5	4	4	3	1	4	4	5	2	14	2	85	US
3	2	1	1	3	4	4	2	1	1	2	1	5	5	3	2	2	1	2	2	1	3	21	0	66	GB
5	5	4	3	4	5	5	4	4	2	4	2	4	5	1	2	2	1	4	5	0	2	19	2	98	AU
4	3	5	2	3	5	4	0	4	1	2	0	2	4	5	4	4	3	4	4	4	2	14	1	59	US
4	1	4	3	3	5	2	2	1	2	2	1	2	2	1	1	2	1	1	5	5	2	17	1	81	US
2	4	4	2	4	5	4	2	2	4	1	0	2	4	2	3	1	0	4	4	4	2	17	2	94	US
0	1	1	4	5	4	4	2	1	3	1	3	5	3	5	4	5	4	4	4	0	4	17	2	80	US
1	2	4	4	2	5	4	2	5	4	1	1	3	5	3	3	1	0	4	5	2	4	22	2	89	AU
3	4	4	2	2	2	5	4	5	1	2	2	2	5	3	3	2	2	4	4	4	2	19	2	44	US
4	4	5	4	5	4	3	5	1	3	4	1	3	4	5	5	3	2	2	4	4	3	21	1	81	US
4	2	2	5	4	4	4	2	2	3	5	5	5	5	5	5	2	2	5	5	5	2	14	1	83	US
4	0	5	2	4	4	4	2	4	2	3	3	5	5	5	4	4	3	5	5	4	2	18	1	86	US
3	4	1	2	1	4	2	2	2	1	2	1	1	2	2	3	4	1	1	4	2	1	21	1	91	US
3	5	2	2	0	2	3	1	4	2	2	1	1	4	4	2	1	2	3	5	4	2	18	1	89	US
1	1	3	2	4	5	4	4	5	2	4	1	4	3	3	2	1	2	1	3	2	2	19	2	81	AU
4	3	2	1	2	5	4	2	4	1	2	1	2	4	2	2	1	1	1	1	1	1	36	1	57	US
1	4	4	2	4	4	4	5	3	1	0	4	4	4	5	0	4	3	4	4	2	4	19	1	74	US
2	4	5	2	5	2	5	4	5	3	1	5	5	5	4	2	1	2	4	4	4	2	21	2	89	IN
4	1	4	3	2	4	3	3	3	2	3	1	2	4	2	1	1	1	2	5	5	3	26	2	96	GB
5	4	4	5	5	5	5	5	5	1	2	2	4	5	5	5	5	4	5	5	3	4	32	2	82	CA
3	1	3	3	2	2	4	2	4	4	4	2	2	4	1	1	4	2	3	4	3	2	16	2	69	US
4	4	2	1	5	5	4	4	2	2	4	2	3	4	5	2	4	4	2	3	3	1	21	2	96	GB
5	5	5	2	4	5	5	5	4	1	2	2	3	5	5	4	3	2	5	4	3	4	13	1	82	US
5	4	2	3	4	4	3	3	5	3	2	1	4	5	5	5	5	2	4	5	2	1	39	2	80	GB
5	5	2	4	4	5	5	4	4	2	5	2	5	5	5	5	5	2	4	4	4	4	25	2	61	CA
4	0	5	1	3	4	2	2	2	1	2	4	4	5	4	1	2	4	4	4	3	1	34	2	83	CA
2	2	2	1	1	4	2	2	4	1	5	2	1	4	1	2	2	3	1	2	1	1	19	2	82	US
4	4	5	0	5	3	5	2	5	4	2	4	4	5	5	4	4	2	3	4	5	1	20	1	97	CA
2	2	2	3	5	4	3	2	1	1	2	1	4	4	5	4	5	2	2	4	4	2	16	1	85	US
4	4	3	4	3	5	5	5	4	3	2	4	2	5	5	4	2	5	4	4	4	1	28	1	78	PL
4	3	2	2	4	4	2	5	2	4	3	5	5	2	4	3	4	3	5	4	4	4	13	2	71	US
5	2	3	3	5	5	5	5	4	5	2	1	5	5	5	5	5	4	4	5	3	5	54	1	73	CA
2	4	2	1	4	2	2	2	4	1	4	1	5	2	4	4	2	1	2	4	2	1	13	1	89	GB
4	1	4	3	4	4	4	4	4	1	2	2	3	4	4	3	2	1	2	5	4	3	41	1	46	CA
5	5	4	5	4	5	3	3	4	3	2	2	4	3	4	3	0	4	3	4	5	4	17	1	51	US
2	2	4	4	1	1	4	2	3	1	1	2	2	4	2	3	2	1	1	3	1	1	13	1	95	US
4	4	3	3	2	4	4	5	4	3	2	1	1	3	4	4	1	4	2	1	1	1	27	2	72	US
5	4	5	2	5	5	5	2	5	2	4	4	2	5	5	5	3	5	4	5	4	2	19	1	93	SE
4	3	4	2	4	4	4	4	4	2	4	4	0	5	2	2	3	2	4	5	4	0	23	1	92	US
5	2	2	1	2	5	2	4	1	3	1	1	1	4	1	1	3	1	2	1	1	1	13	2	81	US
5	2	1	3	5	5	4	4	3	2	1	2	2	4	4	4	5	2	3	4	4	2	24	1	92	US
1	4	4	1	3	2	3	2	5	2	3	5	4	4	4	3	1	1	4	5	5	4	13	1	98	US
5	4	2	2	5	4	4	2	4	5	1	3	4	4	5	5	3	5	1	2	1	1	13	1	78	GB
2	2	4	1	0	5	2	1	2	2	2	2	3	5	4	3	5	2	1	4	2	2	27	1	90	GB
4	4	5	2	2	5	0	3	4	3	1	2	5	4	2	1	2	3	4	3	2	1	26	2	99	US
4	2	4	1	4	4	3	2	2	2	1	1	2	1	4	1	4	2	1	2	1	1	21	1	55	US
1	3	4	2	1	4	4	1	4	1	2	2	1	4	2	1	0	1	2	4	4	1	42	1	94	US
5	3	3	4	5	5	4	4	2	5	5	2	4	5	4	3	2	1	2	5	5	4	13	1	84	IN
1	1	2	2	2	4	4	3	2	2	4	2	4	3	5	1	4	1	4	4	4	3	22	1	92	US
3	2	4	2	1	4	3	4	4	0	2	2	3	3	4	3	1	2	2	3	2	2	51	1	70	US
5	4	5	3	4	4	3	3	4	4	2	3	2	4	4	4	3	2	4	4	4	4	17	2	99	US
5	4	5	5	4	5	3	4	1	1	0	4	1	4	5	4	2	2	5	3	3	5	37	2	99	DE
5	1	4	4	4	5	2	5	2	3	2	2	2	5	4	5	4	3	1	3	1	1	22	1	58	US
2	1	2	2	3	2	4	2	3	5	0	4	5	4	4	4	2	4	5	5	2	4	23	1	93	US
2	1	2	2	2	4	2	1	2	2	5	3	2	2	2	1	1	1	2	5	4	3	26	2	88	GB
4	5	2	2	3	5	4	5	5	4	1	5	4	5	5	4	4	3	5	4	2	4	20	1	65	CA
2	5	4	1	4	4	4	3	4	2	4	2	5	4	2	1	4	1	3	4	3	2	24	1	95	US
4	5	4	4	2	3	4	3	4	5	4	1	2	4	4	3	5	4	1	0	3	2	19	2	84	US
5	2	5	3	5	4	4	2	4	5	4	4	2	5	5	4	5	5	2	0	1	4	26	1	91	US
4	4	5	3	2	5	4	1	4	3	2	1	2	3	3	1	3	2	1	2	2	1	33	2	90	US
4	4	1	2	1	5	2	1	1	1	3	1	2	3	3	3	2	2	1	3	4	1	19	2	92	US
4	0	5	2	5	1	2	5	1	5	3	5	4	5	4	5	4	3	2	4	5	2	14	1	72	US
5	2	3	2	3	4	4	4	4	4	5	4	5	3	4	4	2	1	2	4	2	3	25	1	92	US
5	4	5	2	4	4	5	4	5	2	2	2	4	5	4	5	3	2	5	4	2	4	13	2	60	AU
5	4	5	4	1	4	4	1	4	2	4	1	4	4	4	4	4	4	5	2	1	4	33	2	92	GB
5	4	5	5	5	5	4	4	4	4	2	4	3	3	4	3	4	1	3	4	4	3	21	1	78	US
5	2	2	2	5	4	4	5	5	3	1	3	4	5	5	5	5	4	4	4	5	0	15	1	85	US
5	4	4	4	4	5	4	4	4	3	5	5	4	4	5	5	3	3	4	4	4	3	14	1	92	US
1	1	2	4	2	4	1	4	2	5	1	1	0	4	3	3	4	2	1	4	2	1	13	1	81	US
3	1	3	3	2	2	2	2	1	3	5	5	2	5	4	3	3	2	1	2	4	2	37	2	83	US
2	5	5	2	2	5	5	4	5	2	2	2	2	3	5	4	5	2	3	5	5	2	17	2	65	US
4	1	3	5	1	4	4	0	3	1	4	2	2	5	5	4	5	2	3	5	1	2	25	1	69	CA
2	1	1	3	2	3	2	2	4	2	1	1	4	4	4	2	5	4	1	1	1	1	32	2	47	GB
0	4	5	4	2	5	4	4	4	2	1	3	2	5	4	5	5	5	3	4	1	3	59	1	89	CA
4	5	5	3	5	4	4	5	5	5	4	5	5	5	5	5	4	2	3	5	4	2	20	1	96	GB
2	4	5	5	2	5	5	4	4	2	5	3	4	5	5	4	4	4	4	5	5	2	28	1	89	US
4	2	4	3	5	4	2	4	5	1	5	4	5	5	5	5	4	2	4	4	4	3	24	2	71	US
4	1	4	0	1	5	1	3	5	2	1	2	3	3	4	3	2	1	4	4	2	1	15	2	95	US
1	4	5	1	4	4	5	2	5	1	4	2	3	0	2	2	2	3	2	4	3	1	26	1	89	US
4	4	5	1	2	4	5	2	5	1	3	3	5	5	3	1	2	1	3	4	4	3	34	2	76	US
4	1	2	4	3	3	3	2	4	3	4	2	2	4	4	1	1	2	2	2	1	1	13	1	72	US
4	3	1	2	1	4	4	4	4	2	1	1	1	3	2	2	1	1	4	4	3	3	28	2	56	GB
5	1	3	1	5	3	2	4	4	1	2	3	3	3	3	3	5	3	4	4	4	3	16	1	99	CA
4	1	3	1	4	5	1	1	4	5	1	1	1	2	3	4	3	1	1	5	2	2	25	1	91	AU
4	1	2	2	1	4	3	1	3	1	1	2	1	4	4	3	1	2	4	4	4	3	21	1	95	US
4	4	4	3	4	5	4	2	4	3	4	5	4	5	5	3	3	2	2	2	3	2	30	1	96	US
1	1	4	3	5	4	4	3	4	2	2	4	1	3	4	2	4	3	3	1	2	1	28	2	63	US
5	5	5	4	5	5	4	4	3	5	1	1	3	4	4	3	5	2	4	5	4	1	16	2	99	US
2	5	5	4	3	4	4	5	5	3	5	5	4	5	4	4	5	1	4	5	4	3	16	2	67	US
5	4	4	4	4	5	4	4	4	4	5	4	4	5	5	4	5	3	3	4	0	5	13	1	77	GB
4	5	5	4	4	5	5	4	5	5	4	3	2	4	5	5	5	3	4	4	2	1	16	2	94	AU
5	3	5	2	1	5	0	2	4	2	2	5	3	5	5	1	2	2	2	4	5	4	14	1	56	GB
2	4	4	1	4	0	5	4	4	4	1	2	4	5	3	2	2	2	1	3	2	2	21	1	85	US
1	3	5	2	4	3	4	1	5	5	4	2	2	4	5	2	4	2	2	4	3	1	22	2	64	US
4	3	4	3	2	3	4	2	1	5	2	4	3	5	5	4	2	3	2	4	4	4	13	2	80	CA
5	4	2	2	1	5	4	1	5	3	5	2	4	4	4	3	4	4	3	4	5	3	13	2	89	BR
5	5	1	1	5	5	5	4	5	4	5	5	5	2	5	5	5	4	5	5	3	4	33	1	71	AU
2	1	1	4	3	5	1	2	2	3	1	2	1	4	4	2	1	1	1	4	1	2	24	2	94	US
4	3	4	1	3	4	5	4	4	5	3	3	5	3	2	2	2	2	3	0	4	3	16	2	85	US
1	4	4	2	2	4	3	2	4	2	4	2	3	2	4	4	4	4	3	1	4	1	16	1	76	US
4	5	2	3	4	4	4	2	4	1	3	1	1	4	2	2	3	1	3	0	5	4	29	1	69	US
4	2	4	4	4	4	2	5	4	3	3	2	4	5	4	4	5	2	4	3	2	2	35	1	89	US
4	4	4	1	5	0	4	5	5	2	2	1	1	1	4	2	2	2	1	2	5	1	33	1	96	SE
5	4	5	4	2	4	5	4	5	4	4	2	2	4	4	4	4	4	3	4	2	1	24	1	71	GB
3	2	2	2	1	4	2	2	5	1	2	0	3	3	2	2	2	2	1	3	3	3	22	1	74	US
4	4	5	2	3	4	5	2	5	2	1	1	0	4	4	2	2	2	4	2	4	1	21	1	70	US
2	4	4	3	5	4	5	2	0	1	5	2	5	5	2	3	2	3	2	2	2	2	18	1	77	US
3	4	3	4	0	4	4	3	5	1	1	2	2	4	4	5	2	2	1	4	4	3	21	1	69	US
2	2	4	4	2	3	2	3	1	1	1	1	1	5	4	4	5	2	1	4	4	2	13	1	83	US
5	5	4	5	5	5	5	5	5	4	4	3	5	5	5	5	5	2	5	5	4	4	18	2	96	US
3	1	1	2	2	2	2	2	2	1	2	2	4	5	2	2	1	1	2	3	3	1	37	2	95	US
2	3	2	4	3	5	4	5	5	2	5	2	3	2	5	5	5	5	2	5	3	4	17	1	78	US
3	4	2	2	4	3	4	4	3	1	1	1	2	4	1	3	2	1	3	2	2	1	15	2	92	CA
4	4	2	4	5	5	5	4	5	3	5	4	5	5	5	4	4	3	5	4	5	5	13	1	64	US
5	4	5	1	4	5	4	5	5	3	1	1	5	4	5	5	4	4	5	5	5	0	18	2	71	US
3	2	2	4	2	4	3	2	2	1	2	1	2	1	2	2	2	1	2	5	4	4	17	1	80	CA
5	2	2	2	3	4	4	2	4	2	1	2	4	4	4	4	2	4	4	4	4	4	26	1	91	US
4	1	4	1	1	5	3	2	2	2	1	1	2	2	1	1	3	2	2	4	5	1	21	1	85	US
5	3	4	4	4	4	2	2	4	2	4	4	4	5	4	5	5	3	3	4	4	4	13	1	97	US
4	4	5	2	2	5	5	4	4	2	5	2	5	5	0	4	4	2	5	5	5	5	43	1	80	GB
4	1	4	4	5	4	4	5	2	1	2	5	4	5	4	5	5	5	4	2	5	2	14	2	42	GB
2	4	5	4	3	4	5	2	5	5	3	3	3	4	4	3	4	2	4	5	4	4	37	1	82	CA
4	0	2	3	3	4	3	4	5	5	5	4	5	1	5	5	3	4	4	5	2	2	15	1	68	US
3	5	3	2	5	5	4	4	4	1	1	1	2	1	5	4	3	1	2	4	2	2	17	1	63	AU
4	1	2	3	0	5	2	1	1	4	1	2	4	4	3	2	2	1	4	3	0	2	14	1	93	US
5	5	3	2	5	5	4	4	5	3	4	5	2	4	5	5	5	0	4	5	5	4	24	2	72	IN
5	2	5	4	4	5	4	1	4	4	2	4	4	5	2	3	3	4	5	4	2	2	33	1	94	US
1	4	2	3	4	4	2	3	2	2	2	1	1	5	4	3	4	2	2	4	3	2	32	2	98	GB
4	4	4	3	2	4	4	4	4	3	4	2	2	5	1	3	1	1	4	4	2	1	26	2	87	IN
2	2	1	4	4	4	2	5	4	0	4	2	4	5	4	5	4	4	4	4	4	2	37	1	96	GB
4	4	3	1	4	4	3	4	5	4	4	3	5	3	5	4	2	2	2	4	5	2	21	2	75	US
4	5	5	1	5	4	5	5	4	2	1	1	2	2	4	3	3	1	3	4	4	2	19	2	84	US
5	4	2	4	2	4	4	2	2	2	3	1	2	4	4	3	4	5	2	5	4	1	18	1	98	AU
5	4	2	5	5	5	4	3	5	4	5	4	4	3	4	4	5	2	5	5	5	5	15	2	95	US
4	4	4	2	4	5	5	4	4	5	1	1	4	3	5	5	5	3	3	5	2	4	39	2	77	US
4	1	2	4	2	4	1	1	3	1	5	4	4	3	1	2	1	2	0	3	4	4	38	2	65	US
5	4	3	3	2	0	2	5	2	2	4	1	1	4	5	5	5	4	5	1	5	2	20	1	87	AU
5	5	5	5	4	5	5	5	2	2	1	4	4	5	5	3	4	5	4	4	5	3	20	1	78	US
3	3	5	2	1	5	4	2	5	2	4	2	5	5	4	2	1	1	4	4	4	1	20	1	87	IN
4	3	5	4	3	5	5	5	4	0	2	1	5	1	5	5	3	4	2	4	4	3	26	1	94	CA
3	4	2	2	5	4	4	2	5	2	2	2	1	0	2	3	3	4	2	4	5	2	15	1	93	US
3	2	2	3	4	3	4	4	2	4	4	1	2	2	4	2	5	1	2	5	2	1	13	1	86	PL
5	2	5	4	4	5	2	4	4	4	1	1	2	1	4	4	4	4	2	4	1	3	36	1	92	US
5	1	4	5	4	4	0	4	0	4	2	4	2	3	5	4	5	5	3	5	4	3	13	2	81	GB
0	1	2	3	4	3	3	2	5	2	5	4	4	4	4	3	4	3	5	5	3	4	17	1	99	US
3	2	4	1	2	2	3	3	3	3	1	1	2	3	4	2	2	4	1	3	2	1	21	2	93	US
3	5	4	1	4	4	5	4	4	2	1	4	2	5	4	4	5	3	3	4	4	1	21	2	88	US
2	3	4	2	1	5	2	1	4	1	3	2	1	3	1	1	1	2	1	5	4	0	16	1	84	US
2	3	2	2	2	4	3	2	4	5	5	2	2	4	5	4	3	1	3	5	2	1	23	2	86	CA
1	4	5	2	4	5	4	1	3	1	1	1	3	4	1	3	3	1	2	4	2	3	21	1	63	CA
4	4	3	2	2	5	4	3	0	3	1	1	1	2	4	3	4	3	2	1	2	2	22	1	85	US
3	4	5	4	5	5	3	5	3	4	3	1	5	4	5	4	5	3	4	2	3	2	17	2	82	US
4	5	4	1	1	2	4	3	5	1	1	4	2	4	3	1	1	1	3	5	3	1	39	1	97	US
5	3	1	2	4	4	4	3	4	5	2	2	2	0	4	4	4	2	4	5	1	0	27	1	92	US
3	2	5	3	4	4	4	4	5	3	5	3	2	5	4	4	5	3	3	4	0	3	35	2	78	US
4	2	4	2	2	4	5	2	2	3	1	1	4	4	5	3	1	3	3	4	4	2	18	1	64	US
5	2	4	1	2	3	5	0	4	3	1	1	1	4	3	3	4	1	4	2	3	2	28	2	70	US
5	4	4	3	2	4	5	5	4	1	2	2	3	4	2	4	3	2	3	2	5	3	43	1	91	US
5	5	3	2	4	3	4	4	4	3	5	4	4	5	5	4	3	4	2	4	5	4	13	1	73	US
4	2	2	4	3	5	2	3	2	1	1	1	2	5	4	4	4	2	1	4	2	0	49	1	77	US
2	2	3	1	2	4	1	3	2	2	1	4	3	4	0	1	2	1	1	4	3	1	26	2	96	US
5	3	3	3	4	5	3	4	3	1	0	2	0	4	5	4	3	2	2	5	4	3	15	2	90	US
2	1	3	1	2	2	3	3	4	3	2	2	3	3	4	2	2	3	1	4	4	2	25	1	66	US
3	4	5	1	3	4	4	3	4	3	1	1	2	2	1	1	1	1	4	2	4	1	31	2	81	US
5	1	2	2	3	5	4	4	3	3	5	2	2	5	4	5	4	3	4	5	5	4	32	1	91	GB
5	4	5	3	5	5	4	4	5	4	2	4	4	5	5	5	5	2	4	4	5	4	28	1	89	CA
4	3	4	5	4	5	4	5	4	5	5	3	4	4	5	5	4	4	4	5	4	3	13	2	55	US
3	5	5	3	0	1	5	5	4	4	3	1	2	1	5	3	2	3	2	4	4	2	18	1	72	US
3	3	5	2	5	4	2	4	3	1	1	1	5	4	3	4	4	3	3	4	4	4	65	1	90	US
0	1	4	1	2	2	2	2	2	2	3	2	1	4	4	1	1	2	2	2	3	2	19	2	89	US
5	1	2	1	1	5	2	3	4	1	1	1	4	5	4	1	2	4	5	5	2	2	22	1	97	US
4	4	4	2	1	4	4	1	3	1	2	1	1	4	3	2	4	2	1	4	4	2	23	1	92	US
4	2	3	4	4	4	2	4	3	1	2	3	2	2	5	4	4	2	3	4	2	3	13	1	94	US
5	4	4	5	2	4	4	5	5	3	2	2	2	5	4	4	4	2	4	4	3	3	30	1	93	CA
5	4	4	5	4	3	5	4	5	5	1	2	2	4	5	5	3	4	2	4	3	1	31	2	79	US
4	4	3	5	1	5	4	4	4	3	2	5	5	5	5	2	4	3	4	2	2	2	16	2	92	CA
4	5	4	2	2	4	4	2	5	1	2	2	3	3	3	2	4	2	3	5	4	2	13	2	84	US
4	5	4	4	5	4	5	4	4	2	5	0	3	5	4	5	5	3	4	5	4	3	20	2	82	GB
2	2	4	4	1	0	4	5	3	4	4	1	4	3	4	4	5	4	2	5	4	2	18	2	94	CA
3	2	4	2	4	5	3	2	4	4	4	3	5	5	5	4	5	3	5	5	5	4	14	1	92	GB
5	3	4	3	4	5	5	4	2	3	4	5	2	5	5	5	5	4	5	5	5	4	24	1	51	US
5	1	5	4	5	5	4	2	4	2	1	1	4	2	4	5	4	3	5	4	3	5	26	1	68	US
5	2	1	4	2	4	2	4	4	2	2	1	2	3	4	2	3	4	5	4	1	1	16	1	93	CA
5	2	5	5	5	5	3	2	1	3	3	2	4	4	4	4	3	3	1	4	4	1	29	1	94	GB
5	4	4	4	3	0	4	1	2	2	1	1	3	3	3	1	1	1	3	3	3	2	24	1	81	IN
2	3	4	2	2	4	4	2	5	2	3	5	4	5	4	4	2	3	5	4	4	4	24	1	63	US
5	4	5	3	4	4	4	4	3	3	3	1	3	5	4	3	4	0	3	4	2	2	40	2	75	US
2	2	5	2	2	4	2	3	2	1	4	4	2	5	4	4	3	4	2	4	3	2	15	1	85	US
5	4	4	2	4	3	5	3	4	2	1	1	3	3	4	3	4	4	1	4	4	2	20	1	96	US
4	3	4	4	4	3	2	2	5	2	1	2	1	4	4	1	2	2	4	4	4	4	16	1	80	US
5	2	5	3	1	4	2	5	4	1	1	2	4	3	4	4	5	4	3	4	3	3	19	1	75	US
4	4	5	4	3	5	4	4	4	4	3	2	5	5	4	4	5	5	5	4	3	5	18	1	83	US
5	2	2	3	2	4	5	5	4	5	2	1	4	4	1	2	2	2	3	4	4	2	21	2	98	US
2	4	3	2	4	4	4	5	2	2	4	3	2	5	4	3	2	1	4	4	4	1	20	2	87	US
2	2	2	3	3	4	3	4	3	1	2	2	1	5	4	2	3	2	2	4	2	1	30	2	60	US
4	5	5	2	3	5	5	1	5	2	4	3	4	5	1	1	1	2	1	2	2	3	19	1	41	PH
3	4	4	2	3	4	4	4	3	5	5	2	4	4	5	4	2	3	4	4	4	2	31	2	80	US
5	2	3	3	3	4	2	3	2	2	4	2	4	4	4	0	5	2	4	5	5	4	58	2	79	US
4	4	4	1	1	2	5	3	4	3	3	3	2	2	4	1	4	5	4	2	3	2	30	1	50	US
4	2	1	5	2	5	4	1	3	2	3	4	3	5	4	1	3	1	4	3	4	3	43	1	99	US
5	5	5	2	4	5	5	5	5	4	3	2	2	4	4	4	4	2	5	4	3	4	35	2	63	US
4	3	5	4	2	4	5	1	4	2	3	5	4	5	4	3	1	1	4	4	4	2	32	1	90	AU
4	4	3	4	2	2	4	3	5	3	5	5	5	4	5	4	2	3	4	4	5	4	21	1	82	US
4	1	2	5	3	4	1	5	1	5	1	4	2	3	5	4	5	5	2	2	5	3	18	1	78	US
4	4	5	3	4	5	4	4	3	5	5	4	5	5	4	4	3	4	2	4	4	2	14	1	95	US
5	1	4	2	1	2	3	1	1	1	1	4	2	2	2	2	4	1	1	5	4	2	13	1	73	US
2	4	4	2	5	4	4	4	5	1	2	2	4	2	4	4	0	5	1	2	2	1	16	1	87	GB
2	1	4	1	1	4	1	2	4	2	1	1	1	4	2	3	2	2	4	4	0	1	14	1	95	US
4	1	5	5	4	0	5	5	3	1	5	4	5	4	5	4	4	2	4	5	3	4	30	1	82	AU
1	1	2	1	3	5	2	5	2	0	3	3	5	3	3	3	5	2	2	3	1	1	14	1	78	US
4	5	3	3	5	4	5	5	5	3	2	3	4	1	5	3	5	3	4	3	2	2	22	2	65	US
5	5	5	3	4	5	4	5	4	4	5	5	5	5	5	5	5	4	0	4	5	4	30	1	66	US
4	2	1	1	4	5	3	4	5	3	4	2	5	3	4	4	5	3	3	4	4	3	24	2	80	US
1	2	1	2	3	4	2	2	2	2	4	4	0	5	2	2	3	2	1	2	2	2	17	2	92	US
2	5	4	2	5	4	5	2	4	2	2	2	3	4	3	4	4	1	4	2	1	1	13	2	42	CA
4	2	1	1	3	2	1	2	4	1	2	5	3	3	5	4	5	2	3	5	4	3	27	1	97	GB
5	4	4	2	4	4	4	4	5	2	1	5	4	5	5	5	5	2	2	4	2	4	27	1	96	US
5	3	2	2	2	5	5	5	5	5	1	1	1	3	4	2	5	2	3	2	2	4	22	1	80	US
4	4	4	4	2	5	5	4	5	5	0	3	2	3	5	4	4	2	4	4	1	3	24	2	89	US
5	4	5	3	4	4	5	2	4	2	3	4	4	5	5	3	3	5	4	5	3	4	35	2	77	CA
4	2	4	2	5	4	3	2	5	1	4	5	5	0	2	4	5	1	4	4	4	2	29	2	89	PH
3	5	4	5	5	4	5	1	5	2	3	3	4	5	4	4	4	4	5	4	5	3	20	1	94	US
5	4	5	5	4	5	4	4	2	4	3	4	3	5	3	5	5	3	2	0	4	2	27	2	100	BR
4	5	5	2	4	4	5	3	5	2	4	2	2	4	4	4	4	3	2	4	4	3	16	1	61	US
3	4	5	2	3	3	4	3	4	1	0	5	2	2	3	4	4	1	2	3	5	1	22	1	95	CA
5	5	4	1	3	5	5	4	4	4	5	4	3	5	5	4	5	3	2	5	1	3	17	1	95	US
5	4	2	5	5	5	4	4	4	4	4	5	5	5	5	4	4	5	4	5	2	5	35	1	89	US
5	2	3	2	3	4	4	4	4	1	1	3	2	4	5	3	3	3	4	1	3	1	58	2	97	GB
5	1	1	1	4	4	4	4	3	3	1	1	5	4	2	4	2	1	4	3	4	4	27	2	96	AU
3	5	5	3	4	4	5	4	5	2	2	4	5	3	4	4	3	3	2	4	2	2	51	1	90	US
3	2	4	2	1	4	3	3	3	2	2	2	3	4	4	4	4	4	2	4	2	1	18	1	62	US
4	2	5	2	3	5	5	2	5	3	3	3	2	4	4	4	3	1	3	3	5	3	19	2	95	US
4	4	5	2	0	4	4	3	4	3	3	1	2	5	3	2	2	2	2	4	5	4	17	1	83	AU
4	4	2	2	5	5	3	2	3	4	3	2	4	3	5	2	5	2	2	2	4	2	13	2	94	GB
5	5	4	2	5	5	3	4	4	5	4	1	3	4	5	5	4	0	5	5	4	2	13	1	75	US
5	2	3	3	3	0	5	3	0	4	4	2	2	2	4	4	2	4	2	5	4	1	22	1	89	US
4	3	1	1	4	3	4	4	5	4	1	1	4	4	3	4	4	1	2	1	1	1	13	1	95	US
4	2	4	3	3	5	4	3	4	3	1	1	1	3	3	4	2	1	2	5	4	2	14	1	49	US
1	4	5	1	2	2	4	2	5	2	3	2	1	4	2	2	4	2	4	2	2	2	19	1	73	GB
5	1	4	2	3	5	2	2	4	3	1	2	2	3	4	4	3	1	3	5	2	5	33	1	91	US
5	2	2	3	4	5	1	4	3	1	1	1	4	3	2	4	4	3	4	5	3	4	29	1	85	CA
3	1	0	2	4	5	2	4	4	1	1	5	5	5	4	2	1	3	5	0	4	4	17	2	93	BR
3	4	4	4	3	4	4	4	4	1	1	3	4	4	4	2	5	2	5	4	3	5	23	3	78	GB
5	3	3	3	4	3	4	2	1	1	0	4	3	5	2	2	4	2	2	4	4	4	13	1	96	SE
5	2	5	3	3	4	4	2	5	4	2	5	5	5	4	1	1	4	2	4	2	3	23	2	97	US
5	4	5	5	3	4	5	2	4	4	2	1	2	4	5	4	4	4	4	4	4	3	25	2	71	PL
2	2	1	2	1	3	3	3	4	2	5	4	5	4	4	2	4	1	5	4	2	4	33	2	79	CA
5	2	5	1	3	2	5	4	4	4	5	3	3	2	3	1	1	2	4	5	4	2	20	1	92	US
5	2	5	3	4	4	5	5	4	1	5	5	5	5	5	5	5	5	4	4	5	3	36	2	98	US
5	2	1	3	1	3	1	2	3	3	1	4	1	4	3	4	1	4	5	4	1	1	24	1	99	GB
2	1	1	1	4	0	3	1	4	1	1	1	1	2	4	3	2	1	3	3	2	2	27	2	90	GB
5	4	5	5	3	4	4	3	2	1	4	5	5	5	5	4	3	5	3	4	4	3	15	2	70	US
5	5	4	2	4	5	4	4	1	2	2	2	3	4	5	5	5	2	5	5	5	5	13	1	75	US
