participant_id	CAT01	CAT02	CAT03	CAT04	CAT05	CAT06	CAT07	CAT08	CAT09	CAT10	CAT11	CAT12	CAT13	CAT14	CAT15	CAT16	CAT17	CAT18	CAT19	CAT20
C00978	1	1	1	1	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0
C00979	1	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
C00980	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0
C00981	0	1	1	0	1	1	1	1	1	1	0	1	0	0	1	0	1	1	0	0
C00982	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
C00983	1	1	1	1	1	1	1	0	0	0	0	1	1	0	1	0	0	0	0	0
C00984	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
C00985	1	1	1	1	1	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0
C00986	1	0	0	1	1	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0
C00987	1	1	1	0	1	1	1	0	1	1	1	0	1	1	0	0	1	0	0	0
C00988	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
C00989	0	1	1	1	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0
C00990	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	1	0	1	0
C00991	1	1	1	1	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0
C00992	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	0	0	0
C00993	1	0	1	1	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0
C00994	1	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0
C00995	1	1	1	1	1	1	1	1	1	0	0	1	0	0	1	0	0	0	0	0
C00996	1	1	1	0	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0
C00997	1	1	0	1	0	1	1	1	1	0	1	1	0	0	0	0	1	0	0	0
C00998	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	0	0	0	1
C00999	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
C01000	1	1	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
C01001	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	0	0	1	0	0
C01002	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
C01003	1	0	1	1	0	1	1	1	0	1	0	0	1	1	0	0	0	0	0	0
C01004	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0	0	1
C01005	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	0	1	1
C01006	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	0	1	0	1
C01007	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C01008	1	1	0	1	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0
C01009	0	1	1	1	1	1	0	0	0	1	1	0	1	1	1	0	0	0	1	0
C01010	1	0	0	1	1	1	0	1	1	1	1	0	1	0	0	1	1	0	1	0
C01011	0	1	0	1	1	1	1	1	1	1	0	0	1	0	1	1	0	0	1	0
C01012	1	0	0	0	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0
C01013	1	1	0	0	1	1	1	1	1	1	1	1	1	0	0	1	1	0	0	1
C01014	1	0	1	0	0	1	1	0	0	1	1	1	0	1	0	0	0	0	0	0
C01015	0	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	1	1	0	0
C01016	1	1	1	0	1	0	1	1	1	1	0	0	1	1	0	0	0	0	0	0
C01017	1	1	1	1	1	1	1	0	0	1	1	0	1	1	0	0	0	0	0	0
C01018	1	1	0	1	0	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0
C01019	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
C01020	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
C01021	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
C01022	1	1	1	1	1	0	1	1	0	1	1	1	1	1	0	1	0	0	0	0
C01023	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1	0	0	1	0	0
C01024	1	1	1	1	1	1	1	1	1	0	0	1	0	0	1	0	0	0	0	0
C01025	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
C01026	1	1	1	1	0	1	1	0	1	1	0	1	1	0	0	1	1	0	0	0
C01027	1	1	1	1	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0
C01028	1	1	0	1	1	1	1	0	1	0	1	1	0	1	0	0	0	0	0	0
C01029	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	0
C01030	0	1	1	1	1	1	1	0	1	1	1	0	1	1	0	0	0	1	0	0
C01031	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	0
C01032	1	1	0	1	1	1	1	0	0	0	0	1	1	1	1	1	0	0	0	1
C01033	1	0	0	0	1	1	1	1	0	1	0	0	1	0	0	0	1	0	0	0
C01034	1	1	0	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0
C01035	1	0	1	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
C01036	0	1	1	1	0	0	1	1	1	1	1	1	1	0	0	0	0	0	1	0
C01037	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	0	0	0	0
C01038	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	0	0	1	0
C01039	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1
C01040	1	0	1	1	0	1	1	0	0	1	1	1	0	0	1	0	0	0	0	0
C01041	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	0	1	0	0	1
C01042	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
C01043	1	1	1	1	1	1	1	0	1	0	1	0	1	1	1	1	1	0	1	0
C01044	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	0	0
C01045	1	0	1	1	1	1	1	1	0	1	0	0	1	0	0	0	0	1	0	0
C01046	0	1	1	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0
C01047	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
C01048	1	0	1	1	1	1	0	1	1	1	1	1	1	0	0	1	1	1	1	0
C01049	1	0	0	0	1	1	1	1	0	0	1	1	0	0	0	0	1	0	0	0
C01050	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	0
C01051	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0
C01052	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C01053	1	1	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
C01054	1	1	1	1	1	0	1	1	1	0	1	1	0	0	1	0	0	0	0	0
C01055	1	1	1	1	1	1	0	0	1	1	1	0	1	1	0	0	1	0	0	0
C01056	0	1	1	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0
C01057	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
C01058	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0
C01059	1	1	1	0	1	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0
C01060	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1	0
C01061	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	0	0
C01062	1	0	1	1	0	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0
C01063	1	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
C01064	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C01065	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	0	1	0	0
C01066	1	1	1	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0
C01067	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	0	1
C01068	1	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	1
C01069	1	1	1	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0
C01070	1	0	1	1	1	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0
C01071	0	1	0	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0
C01072	1	1	1	0	1	1	1	1	0	1	0	1	1	1	1	0	0	0	0	0
C01073	1	0	0	1	1	1	1	0	0	1	1	1	1	0	1	0	0	0	0	0
C01074	0	1	1	0	1	1	1	1	1	0	0	1	0	0	1	1	0	0	0	0
C01075	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0
C01076	1	1	1	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	1
C01077	1	1	1	1	1	0	0	0	1	1	1	1	0	1	1	0	0	0	0	0
C01078	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0
C01079	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
C01080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
C01081	1	1	1	1	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0
C01082	1	1	1	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0
C01083	1	1	1	1	1	0	1	0	1	1	0	1	1	1	1	1	0	0	1	1
C01084	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	0	0	1	0
C01085	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
C01086	1	1	1	1	1	1	1	1	0	0	1	1	0	0	1	0	0	0	0	0
C01087	1	1	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
C01088	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	0	1	0	0
C01089	1	0	0	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0
C01090	0	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0
C01091	1	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
C01092	1	1	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
C01093	0	0	0	1	0	0	1	0	1	1	1	0	0	0	0	1	0	0	0	0
C01094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C01095	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	0	1
C01096	1	1	0	0	1	1	1	1	1	1	0	1	0	0	0	1	0	0	0	0
C01097	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
C01098	1	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
C01099	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
C01100	1	1	0	1	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0
C01101	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0
C01102	0	0	1	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0
C01103	1	0	1	1	1	1	1	1	1	1	0	0	1	0	0	1	1	0	0	0
C01104	1	1	1	1	1	1	1	0	1	0	1	1	1	0	0	0	1	0	1	0
C01105	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	1	0
C01106	0	0	0	1	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0
C01107	1	1	1	0	1	1	1	1	1	1	0	1	1	0	0	1	0	0	0	0
C01108	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	0
C01109	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0
C01110	1	1	1	1	0	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0
C01111	1	1	0	1	0	0	1	0	1	0	1	0	1	1	0	0	0	0	0	1
C01112	1	1	1	0	1	1	1	1	0	1	0	0	1	1	0	1	0	0	1	0
C01113	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
C01114	0	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
C01115	1	1	1	0	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0
C01116	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	0	1	0
C01117	0	1	1	1	1	1	0	1	1	0	0	1	0	0	1	1	0	1	0	0
C01118	0	1	0	1	1	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0
C01119	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	0	0	0
C01120	1	0	1	1	1	1	1	0	0	0	0	1	1	1	1	0	1	0	0	0
C01121	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	0	1	0	0
C01122	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1
C01123	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0
C01124	1	0	1	1	1	1	0	0	0	1	0	1	1	1	0	0	0	0	0	0
C01125	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C01126	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
C01127	1	1	0	1	1	1	1	1	1	1	1	0	0	1	0	1	1	0	0	0
C01128	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	0	0
C01129	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0
C01130	0	0	1	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0
C01131	1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
C01132	0	0	0	1	1	1	0	1	1	1	1	0	1	1	0	1	0	0	0	0
C01133	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
C01134	0	0	0	1	1	1	1	1	0	1	1	0	1	0	0	1	0	0	0	0
C01135	1	0	0	1	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0
C01136	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
C01137	1	0	0	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0
C01138	1	0	1	0	0	1	1	0	1	1	0	0	0	1	0	1	0	0	0	0
C01139	1	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0
C01140	0	1	0	0	0	1	1	0	0	1	0	0	1	1	1	0	0	0	0	0
C01141	1	0	0	1	1	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0
C01142	1	1	1	1	1	0	1	1	0	1	1	0	0	0	1	0	0	0	0	0
C01143	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	0	1	0	0
C01144	1	0	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	0
C01145	1	1	0	0	1	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0
C01146	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0
C01147	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0
C01148	1	0	0	1	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0
C01149	0	0	1	1	1	0	1	0	0	0	0	1	1	1	1	0	1	0	0	0
C01150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C01151	1	1	0	1	0	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0
C01152	1	0	1	1	1	1	1	1	0	0	0	0	1	1	0	0	1	0	1	0
C01153	1	1	1	0	1	1	0	1	1	1	1	0	1	0	0	0	0	0	0	0
C01154	1	1	0	1	1	1	1	1	0	0	0	1	1	1	0	1	1	0	0	0
C01155	1	1	1	1	1	1	1	0	1	1	0	1	1	0	1	0	0	0	1	0
C01156	1	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0
C01157	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
C01158	1	1	1	1	0	1	1	0	1	0	0	1	1	0	0	1	0	0	0	0
C01159	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
C01160	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
C01161	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	0	1	0	0
C01162	0	1	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0
C01163	1	1	1	0	1	0	0	0	1	1	1	0	1	1	0	0	0	0	0	0
C01164	1	1	1	1	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0
C01165	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0
C01166	1	0	1	1	1	1	0	1	1	1	1	1	0	0	1	0	0	1	0	0
C01167	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	0	0	1	0
C01168	1	1	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
C01169	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	0
C01170	1	1	1	1	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0
C01171	1	1	1	1	1	1	1	0	1	1	1	0	1	0	0	1	0	0	0	0
C01172	0	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	0	0	0
C01173	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0
C01174	0	1	1	1	1	1	1	1	0	1	1	0	0	1	0	0	0	0	0	0
C01175	1	1	1	1	1	1	1	0	0	1	0	0	0	0	1	0	1	0	0	0
C01176	1	1	1	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0
C01177	1	0	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	0	0
C01178	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
C01179	1	1	1	1	0	0	0	1	1	1	1	0	1	1	0	0	0	0	0	0
C01180	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	0	0	0	1	1
C01181	1	0	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0
C01182	1	1	1	1	1	1	1	1	0	0	0	1	1	0	0	0	0	0	0	0
C01183	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	0	1	0	1	0
C01184	1	1	0	0	1	1	1	0	0	1	1	1	0	1	0	0	0	0	0	0
C01185	1	1	1	1	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0
C01186	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
C01187	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
C01188	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	0	0	0
C01189	1	0	1	1	1	1	1	0	0	1	0	1	0	1	0	0	0	0	0	0
C01190	0	1	1	1	1	0	1	1	0	0	1	0	0	1	1	0	0	0	0	0
C01191	1	1	0	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0
C01192	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0
C01193	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C01194	0	1	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
C01195	1	1	0	1	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0
C01196	1	1	1	1	0	1	1	0	0	0	1	0	0	1	0	1	0	0	0	0
C01197	1	1	0	1	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1
C01198	0	1	0	1	0	1	0	1	1	0	1	0	0	1	0	1	0	0	0	0
C01199	1	1	1	1	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0
C01200	1	1	1	1	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0
C01201	1	1	1	1	0	1	1	1	0	1	1	0	0	1	0	1	0	0	1	0
C01202	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C01203	1	1	0	0	1	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0
C01204	0	1	1	0	0	1	1	1	1	1	1	1	0	0	1	0	1	1	0	0
C01205	0	0	1	0	1	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0
C01206	1	1	1	1	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0
C01207	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	0	1	0
C01208	1	1	1	1	1	1	0	0	1	1	0	0	1	0	1	0	0	0	0	0
C01209	1	1	1	1	1	0	1	1	1	1	1	0	1	1	0	0	0	0	1	0
C01210	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0
C01211	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	0	0	0	1
C01212	0	1	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0
C01213	0	0	1	0	1	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0
C01214	1	1	1	1	1	1	1	0	1	0	0	1	0	1	0	1	0	1	0	1
C01215	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
C01216	1	1	1	1	0	1	1	1	1	1	1	1	0	1	0	0	0	0	1	1
C01217	0	1	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
C01218	0	1	1	1	1	1	0	1	1	0	1	0	0	0	1	0	1	0	0	1
C01219	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
C01220	1	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
C01221	1	1	1	1	1	1	1	0	0	1	1	1	0	1	0	1	0	1	0	0
C01222	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
C01223	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0
C01224	1	1	1	0	1	1	1	1	0	0	0	1	1	1	0	0	1	0	0	0
C01225	1	1	1	0	1	1	1	1	1	1	0	1	1	1	0	1	0	1	0	0
C01226	1	1	1	1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0
C01227	0	0	0	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0
C01228	1	1	1	1	1	1	0	1	1	0	0	1	1	0	0	0	0	0	0	0
C01229	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
C01230	0	1	1	1	1	1	0	0	1	1	1	0	0	0	1	0	1	0	0	0
C01231	1	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
C01232	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
C01233	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0
C01234	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1
C01235	1	1	0	1	1	1	1	0	1	0	1	1	1	1	1	1	1	0	0	1
C01236	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	0
C01237	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0
C01238	1	0	0	1	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0
C01239	0	1	0	1	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0
C01240	1	1	1	0	1	1	1	0	1	0	1	1	0	0	0	1	0	0	0	0
C01241	1	0	1	1	1	1	0	1	1	1	0	1	0	0	0	1	0	0	0	0
C01242	1	1	1	1	1	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0
C01243	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0
C01244	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
C01245	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C01246	0	1	1	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0
C01247	1	1	0	1	1	1	1	1	0	1	0	0	0	0	1	1	0	0	0	0
C01248	0	1	0	1	1	1	1	1	0	1	0	1	0	0	1	1	0	0	0	0
C01249	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
C01250	1	0	1	0	1	1	1	1	0	0	1	0	0	1	0	0	1	0	1	0
C01251	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0
C01252	1	1	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0
C01253	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	0	0	0
C01254	0	1	0	1	1	1	1	1	0	0	0	1	1	0	0	0	0	0	0	0
C01255	1	0	1	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0
C01256	0	1	1	1	0	1	0	1	1	1	0	0	0	1	0	1	0	0	0	0
C01257	1	0	1	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0
C01258	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	0	1	0	0
C01259	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	0	1	0	0	0
C01260	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	0	0	1	0	0
C01261	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0
C01262	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0
C01263	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0
C01264	0	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
C01265	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0
C01266	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	0	1
C01267	1	1	1	1	1	0	0	1	0	0	0	1	1	0	1	1	0	1	0	0
C01268	1	1	1	1	1	1	1	1	0	0	0	1	1	1	0	0	1	0	0	0
C01269	1	0	1	1	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0
C01270	1	1	1	0	1	0	1	1	0	1	1	0	1	1	1	0	1	0	0	0
C01271	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	0	1	0	1	0
C01272	1	1	1	1	1	1	1	1	0	1	1	0	0	1	0	0	0	0	0	0
C01273	0	1	1	1	1	1	1	1	0	1	1	1	0	0	1	0	0	0	0	0
C01274	1	1	1	1	0	1	0	1	1	0	1	1	0	1	0	1	0	0	0	0
C01275	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C01276	1	1	0	0	1	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0
C01277	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0
C01278	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
C01279	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	0	1	0	0	0
C01280	1	1	0	1	1	0	0	0	1	1	1	0	1	0	0	0	0	1	0	0
C01281	1	1	1	1	1	1	1	1	0	1	0	0	1	1	0	0	0	0	0	0
C01282	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C01283	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	0	1	0	0	0
C01284	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	0	0
C01285	1	1	1	1	0	1	1	0	1	0	1	0	0	0	0	0	0	0	1	0
C01286	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
C01287	1	1	1	1	1	1	1	1	0	0	1	0	1	1	0	0	0	1	1	0
C01288	0	1	1	1	1	1	1	1	0	1	1	0	1	0	0	1	1	0	0	1
C01289	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	0	0	0
C01290	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	0
C01291	0	1	1	1	1	1	1	0	1	1	1	0	0	1	1	0	0	1	0	0
C01292	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	0
