method,held_out,budget,mse,spearman
stratified_irt,deepseek-v3.2__react,20,0.0004347668628338618,0.9930069930069931
irt_maxinfo,deepseek-v3.2__react,25,0.013654171118153006,1.0
stratified_irt,deepseek-v3.2__react,25,0.015587788139429603,0.9930069930069931
irt_maxinfo,deepseek-v3.2__react,30,0.005503324782455597,0.9930069930069931
stratified_irt,deepseek-v3.2__react,30,0.028062190030682544,0.9930069930069931
irt_maxinfo,deepseek-v3.2__react,35,0.0024425827551482248,0.9930069930069931
stratified_irt,deepseek-v3.2__react,35,0.028703980931439995,0.9982502173821435
irt_maxinfo,deepseek-v3.2__react,40,0.0021023200543232156,0.9930069930069931
stratified_irt,deepseek-v3.2__react,40,0.024289554096876387,1.0
irt_maxinfo,deepseek-v3.2__react,45,0.004863661005203164,1.0
stratified_irt,deepseek-v3.2__react,45,0.022422053440191346,0.9930069930069931
irt_maxinfo,deepseek-v3.2__react,50,0.002793234947940225,0.99124495269876
stratified_irt,deepseek-v3.2__react,50,0.016602596650067875,1.0
irt_maxinfo,deepseek-v3.2__react,55,0.0028706381482215756,1.0
stratified_irt,deepseek-v3.2__react,55,0.01784317199735117,0.9930069930069931
irt_maxinfo,deepseek-v3.2__react,60,0.007659353151249916,1.0
stratified_irt,deepseek-v3.2__react,60,0.013038076555505243,1.0
irt_maxinfo,deepseek-v3.2__react,65,0.006788033890405292,0.9982502173821435
stratified_irt,deepseek-v3.2__react,65,0.010170937075599813,0.9930069930069931
irt_maxinfo,deepseek-v3.2__react,70,0.00564553542557809,0.9982502173821435
stratified_irt,deepseek-v3.2__react,70,0.007493559741687534,0.9930069930069931
irt_maxinfo,deepseek-v3.2__react,75,0.00474046899049342,1.0
stratified_irt,deepseek-v3.2__react,75,0.0030822183994768837,1.0
irt_maxinfo,deepseek-v3.2__react,80,0.002846336011770024,1.0
stratified_irt,deepseek-v3.2__react,80,0.002102320054323231,1.0
irt_maxinfo,deepseek-v3.2__react,85,0.0019696266139933925,1.0
stratified_irt,deepseek-v3.2__react,85,0.0006531574981868792,1.0
irt_maxinfo,deepseek-v3.2__react,90,0.00034703373963974307,1.0
stratified_irt,deepseek-v3.2__react,90,0.00026917715965550697,1.0
random,deepseek-v3.2__react,5,0.030672724309642366,0.8662968841800607
random,deepseek-v3.2__react,10,0.013239362607514711,0.9367286955589305
random,deepseek-v3.2__react,15,0.013690331874654196,0.9513717801200495
random,deepseek-v3.2__react,20,0.007656000905387051,0.9659128963595529
random,deepseek-v3.2__react,25,0.004782137075599817,0.9689373186114925
random,deepseek-v3.2__react,30,0.003316298777727477,0.9736589758936093
random,deepseek-v3.2__react,35,0.002797153315287182,0.9753021827925076
random,deepseek-v3.2__react,40,0.0025733519692168415,0.9790117181568299
random,deepseek-v3.2__react,45,0.0017740933666426353,0.977818500883072
random,deepseek-v3.2__react,50,0.0017079106926210963,0.9869190281110487
random,deepseek-v3.2__react,55,0.0014358204939223084,0.9830728781464343
random,deepseek-v3.2__react,60,0.00071202927418138,0.9869564179482364
random,deepseek-v3.2__react,65,0.0005971558846140448,0.9884943891790828
random,deepseek-v3.2__react,70,0.0006260999066897018,0.9913630542038452
random,deepseek-v3.2__react,75,0.0003331838841104572,0.9925165633517075
random,deepseek-v3.2__react,80,0.0003088147351742878,0.9930063802298098
random,deepseek-v3.2__react,85,0.00020308903024901257,0.9942303709900012
random,deepseek-v3.2__react,90,9.063237373483335e-05,0.996013557155826
stratified_proportional,deepseek-v3.2__react,5,0.031263703033046625,0.8941374327994164
stratified_proportional,deepseek-v3.2__react,10,0.008371107288365775,0.9337843631577551
stratified_proportional,deepseek-v3.2__react,15,0.010463097832100999,0.9569823726623669
stratified_proportional,deepseek-v3.2__react,20,0.006805617926663645,0.9613019374873297
stratified_proportional,deepseek-v3.2__react,25,0.004194535373472156,0.9712164510401169
stratified_proportional,deepseek-v3.2__react,30,0.0036567053971128223,0.9742523697163551
stratified_proportional,deepseek-v3.2__react,35,0.0026792410269675993,0.9756243758083792
stratified_proportional,deepseek-v3.2__react,40,0.0024530966500679046,0.9764252315261166
stratified_proportional,deepseek-v3.2__react,45,0.0018805582996607598,0.9839458056342198
stratified_proportional,deepseek-v3.2__react,50,0.0014575549479402458,0.9842981560177831
stratified_proportional,deepseek-v3.2__react,55,0.001385291216623206,0.9849258106778366
stratified_proportional,deepseek-v3.2__react,60,0.0006315280921482833,0.9880057367278987
stratified_proportional,deepseek-v3.2__react,65,0.0008378629222572538,0.9888444072594446
stratified_proportional,deepseek-v3.2__react,70,0.0007597342966158848,0.9904875494737211
stratified_proportional,deepseek-v3.2__react,75,0.0005104532930939095,0.9928321372147758
stratified_proportional,deepseek-v3.2__react,80,0.0003073812245359901,0.9930063188876901
stratified_proportional,deepseek-v3.2__react,85,0.000182767157319616,0.9944055944055944
stratified_proportional,deepseek-v3.2__react,90,7.510308558143181e-05,0.9962237762237762
irt_maxinfo,kimi-k2.5__tool_calling,5,0.02412403802625621,0.9734491798677136
stratified_irt,kimi-k2.5__tool_calling,5,0.07580063377093704,0.9644013324700096
irt_maxinfo,kimi-k2.5__tool_calling,10,0.0006091444092349502,0.9681248023461679
stratified_irt,kimi-k2.5__tool_calling,10,0.00908574015391579,0.965034965034965
irt_maxinfo,kimi-k2.5__tool_calling,15,7.48654494240723e-05,0.9859709816806179
stratified_irt,kimi-k2.5__tool_calling,15,0.002367064030984355,0.99124495269876
irt_maxinfo,kimi-k2.5__tool_calling,20,0.00023467632412856293,0.99124495269876
stratified_irt,kimi-k2.5__tool_calling,20,0.0012027614305115475,1.0
irt_maxinfo,kimi-k2.5__tool_calling,25,0.001345484834766867,0.99124495269876
stratified_irt,kimi-k2.5__tool_calling,25,0.0027752720688094235,0.9772344233319931
irt_maxinfo,kimi-k2.5__tool_calling,30,0.004183612494341342,0.9930069930069931
stratified_irt,kimi-k2.5__tool_calling,30,0.002636567577083647,0.9790209790209792
irt_maxinfo,kimi-k2.5__tool_calling,35,0.00314826729243079,0.9930069930069931
stratified_irt,kimi-k2.5__tool_calling,35,0.002539669810884972,0.9807370556736849
irt_maxinfo,kimi-k2.5__tool_calling,40,0.001996378451788145,0.9930069930069931
stratified_irt,kimi-k2.5__tool_calling,40,0.004855421004979633,1.0
irt_maxinfo,kimi-k2.5__tool_calling,45,0.0028697170386019107,0.9930069930069931
stratified_irt,kimi-k2.5__tool_calling,45,0.011428267078003023,0.9964973622679555
irt_maxinfo,kimi-k2.5__tool_calling,50,0.0019963784517881503,0.99124495269876
stratified_irt,kimi-k2.5__tool_calling,50,0.009347186962426469,0.9964973622679555
irt_maxinfo,kimi-k2.5__tool_calling,55,0.00024304629071903754,1.0
stratified_irt,kimi-k2.5__tool_calling,55,0.007799930412400073,1.0
irt_maxinfo,kimi-k2.5__tool_calling,60,0.0026365675770836533,1.0
stratified_irt,kimi-k2.5__tool_calling,60,0.00960678034304112,1.0
irt_maxinfo,kimi-k2.5__tool_calling,65,0.005237874108341095,1.0
stratified_irt,kimi-k2.5__tool_calling,65,0.009406777545329661,0.9930069930069931
irt_maxinfo,kimi-k2.5__tool_calling,70,0.0053658964717620975,1.0
stratified_irt,kimi-k2.5__tool_calling,70,0.005365896471762105,1.0
irt_maxinfo,kimi-k2.5__tool_calling,75,0.004717059302851981,1.0
stratified_irt,kimi-k2.5__tool_calling,75,0.003682165685830709,1.0
irt_maxinfo,kimi-k2.5__tool_calling,80,0.0035618039837030423,0.9930069930069931
stratified_irt,kimi-k2.5__tool_calling,80,0.0024681869624264496,0.9930069930069931
irt_maxinfo,kimi-k2.5__tool_calling,85,0.0014154169558005154,1.0
stratified_irt,kimi-k2.5__tool_calling,85,0.0009341094390516356,0.9930069930069931
irt_maxinfo,kimi-k2.5__tool_calling,90,0.00024938606933476724,1.0
stratified_irt,kimi-k2.5__tool_calling,90,0.00012876615864393427,1.0
random,kimi-k2.5__tool_calling,5,0.03920488909008602,0.8770945883119531
random,kimi-k2.5__tool_calling,10,0.013678250792213669,0.9292638088534626
random,kimi-k2.5__tool_calling,15,0.009703461194104925,0.9540428594022531
random,kimi-k2.5__tool_calling,20,0.006881995473064739,0.9700679413419395
random,kimi-k2.5__tool_calling,25,0.004779316324128566,0.96693766260247
random,kimi-k2.5__tool_calling,30,0.0033551869624264367,0.9728880885571186
random,kimi-k2.5__tool_calling,35,0.0035406320340721177,0.9722910735946223
random,kimi-k2.5__tool_calling,40,0.0019392295156179253,0.9795399047322264
random,kimi-k2.5__tool_calling,45,0.0016229022237870894,0.981218597591097
random,kimi-k2.5__tool_calling,50,0.0012244771751923937,0.9838025167904199
random,kimi-k2.5__tool_calling,55,0.000963026596679998,0.9830052770376758
random,kimi-k2.5__tool_calling,60,0.0009312342437503146,0.9865020870301063
random,kimi-k2.5__tool_calling,65,0.0006817315929186943,0.9901038839796086
random,kimi-k2.5__tool_calling,70,0.000508892563815929,0.9921315496189886
random,kimi-k2.5__tool_calling,75,0.00031462185604345884,0.9929717522008285
random,kimi-k2.5__tool_calling,80,0.0003102800475328207,0.9941952526534049
random,kimi-k2.5__tool_calling,85,0.00016857369584320845,0.9948245620479915
random,kimi-k2.5__tool_calling,90,6.98767444069995e-05,0.9957339593456741
stratified_proportional,kimi-k2.5__tool_calling,5,0.019325399728383885,0.8997340025540175
stratified_proportional,kimi-k2.5__tool_calling,10,0.010962506111362604,0.9328074464475393
stratified_proportional,kimi-k2.5__tool_calling,15,0.006044264976610834,0.9528154945662212
stratified_proportional,kimi-k2.5__tool_calling,20,0.0051548890900860135,0.9545318468546179
stratified_proportional,kimi-k2.5__tool_calling,25,0.0034302507922136715,0.9658905329049194
stratified_proportional,kimi-k2.5__tool_calling,30,0.0038440569387857755,0.9683107691919142
stratified_proportional,kimi-k2.5__tool_calling,35,0.0027736046784490164,0.9749570617515522
stratified_proportional,kimi-k2.5__tool_calling,40,0.001929474196468991,0.9786614515271918
stratified_proportional,kimi-k2.5__tool_calling,45,0.0016851370543623473,0.9821599262258779
stratified_proportional,kimi-k2.5__tool_calling,50,0.0015694371751923972,0.9840131623433507
stratified_proportional,kimi-k2.5__tool_calling,55,0.0012047118437346848,0.9848225987691903
stratified_proportional,kimi-k2.5__tool_calling,60,0.0009434328253105982,0.9861160926821576
stratified_proportional,kimi-k2.5__tool_calling,65,0.0007462633819152963,0.9914674283837331
stratified_proportional,kimi-k2.5__tool_calling,70,0.0005715760201771961,0.9917819605041227
stratified_proportional,kimi-k2.5__tool_calling,75,0.00034988691514511327,0.9904535955640429
stratified_proportional,kimi-k2.5__tool_calling,80,0.0002907720688094155,0.9930413145400472
stratified_proportional,kimi-k2.5__tool_calling,85,0.0001540849967340274,0.994825174825175
stratified_proportional,kimi-k2.5__tool_calling,90,6.470101548658974e-05,0.9956643356643359
irt_maxinfo,deepseek-v3.2__tool_calling,5,0.023992032593933926,0.918998002970077
stratified_irt,deepseek-v3.2__tool_calling,5,0.09915799004074245,0.9368150178249588
irt_maxinfo,deepseek-v3.2__tool_calling,10,0.030587777274785,0.9734491798677136
stratified_irt,deepseek-v3.2__tool_calling,10,0.046179266636487123,0.9700553547016413
irt_maxinfo,deepseek-v3.2__tool_calling,15,0.03296413661284646,0.9823619317924353
stratified_irt,deepseek-v3.2__tool_calling,15,0.01644215079724362,0.9580419580419581
irt_maxinfo,deepseek-v3.2__tool_calling,20,0.0209941602535084,0.9929823694376383
stratified_irt,deepseek-v3.2__tool_calling,20,0.011002670891806256,0.99124495269876
irt_maxinfo,deepseek-v3.2__tool_calling,25,0.004474755998189235,0.9860139860139862
stratified_irt,deepseek-v3.2__tool_calling,25,0.0018398623811679534,0.9860139860139862
irt_maxinfo,deepseek-v3.2__tool_calling,30,0.005609053870529659,0.9930069930069931
stratified_irt,deepseek-v3.2__tool_calling,30,0.0010095266837684223,0.9894797752097304
irt_maxinfo,deepseek-v3.2__tool_calling,35,0.0003150894762613078,0.99124495269876
stratified_irt,deepseek-v3.2__tool_calling,35,0.0031962010698349057,0.9790209790209792
irt_maxinfo,deepseek-v3.2__tool_calling,40,2.6075147125396068e-05,1.0
stratified_irt,deepseek-v3.2__tool_calling,40,0.0036127772747849628,1.0
irt_maxinfo,deepseek-v3.2__tool_calling,45,6.7682712137217e-05,1.0
stratified_irt,deepseek-v3.2__tool_calling,45,0.003954417674049473,0.9982502173821435
irt_maxinfo,deepseek-v3.2__tool_calling,50,8.373019465822023e-06,1.0
stratified_irt,deepseek-v3.2__tool_calling,50,0.00168973472159347,0.9790209790209792
irt_maxinfo,deepseek-v3.2__tool_calling,55,8.909607204187412e-05,1.0
stratified_irt,deepseek-v3.2__tool_calling,55,0.0035583417200109194,1.0
irt_maxinfo,deepseek-v3.2__tool_calling,60,0.0012324581258487902,1.0
stratified_irt,deepseek-v3.2__tool_calling,60,0.005151370655399617,0.9860139860139862
irt_maxinfo,deepseek-v3.2__tool_calling,65,0.0015173001250934103,1.0
stratified_irt,deepseek-v3.2__tool_calling,65,0.0032963760409942013,0.9982502173821435
irt_maxinfo,deepseek-v3.2__tool_calling,70,0.001134194990807539,0.9982502173821435
stratified_irt,deepseek-v3.2__tool_calling,70,0.003874967895714181,1.0
irt_maxinfo,deepseek-v3.2__tool_calling,75,0.0011860940596549383,1.0
stratified_irt,deepseek-v3.2__tool_calling,75,0.002034585785423256,0.9930069930069931
irt_maxinfo,deepseek-v3.2__tool_calling,80,0.0009063942960615574,1.0
stratified_irt,deepseek-v3.2__tool_calling,80,0.0010631762109551775,1.0
irt_maxinfo,deepseek-v3.2__tool_calling,85,0.0008200087405878042,1.0
stratified_irt,deepseek-v3.2__tool_calling,85,0.00028463363935833094,1.0
irt_maxinfo,deepseek-v3.2__tool_calling,90,0.00019586763464837537,1.0
stratified_irt,deepseek-v3.2__tool_calling,90,0.00019586763464837692,0.9930069930069931
random,deepseek-v3.2__tool_calling,5,0.02117058578542327,0.9024648329846405
random,deepseek-v3.2__tool_calling,10,0.013229309189678589,0.94226877034708
random,deepseek-v3.2__tool_calling,15,0.005416448669584025,0.9539768504708838
random,deepseek-v3.2__tool_calling,20,0.00523322408329561,0.9646970192862138
random,deepseek-v3.2__tool_calling,25,0.0036667219556360342,0.9705131681539433
random,deepseek-v3.2__tool_calling,30,0.002596666163673858,0.9701549875511759
random,deepseek-v3.2__tool_calling,35,0.0017889513954970852,0.9750543271173947
random,deepseek-v3.2__tool_calling,40,0.0027256602535083757,0.9761087362342614
random,deepseek-v3.2__tool_calling,45,0.0011322984200437054,0.9816349298837305
random,deepseek-v3.2__tool_calling,50,0.0012878759981892235,0.9828649879323201
random,deepseek-v3.2__tool_calling,55,0.0011060568598034318,0.9834227737572276
random,deepseek-v3.2__tool_calling,60,0.0007753375584729126,0.9886671539408378
random,deepseek-v3.2__tool_calling,65,0.000513238183761427,0.989087595632968
random,deepseek-v3.2__tool_calling,70,0.000626269676000776,0.9881096204923645
random,deepseek-v3.2__tool_calling,75,0.0005721933504350904,0.9928997385382051
random,deepseek-v3.2__tool_calling,80,0.00030383312584879974,0.9940206420149954
random,deepseek-v3.2__tool_calling,85,0.00011023210803241205,0.9938107905704209
random,deepseek-v3.2__tool_calling,90,7.871922382621065e-05,0.99580382818082
stratified_proportional,deepseek-v3.2__tool_calling,5,0.02525841557265732,0.8956766273691826
stratified_proportional,deepseek-v3.2__tool_calling,10,0.011193053870529646,0.9377119885290551
stratified_proportional,deepseek-v3.2__tool_calling,15,0.005811947487550928,0.9606251129384517
stratified_proportional,deepseek-v3.2__tool_calling,20,0.007291734721593481,0.9650469672201331
stratified_proportional,deepseek-v3.2__tool_calling,25,0.003453479402444545,0.9711757530275523
stratified_proportional,deepseek-v3.2__tool_calling,30,0.004584127156581659,0.9721461642084047
stratified_proportional,deepseek-v3.2__tool_calling,35,0.0020679752773902667,0.970757278387956
stratified_proportional,deepseek-v3.2__tool_calling,40,0.0013662028066998638,0.9784885668293499
stratified_proportional,deepseek-v3.2__tool_calling,45,0.0020329298883914825,0.9802700370263291
stratified_proportional,deepseek-v3.2__tool_calling,50,0.001021819827976461,0.9857660746017959
stratified_proportional,deepseek-v3.2__tool_calling,55,0.0011553538529456883,0.9844377096617163
stratified_proportional,deepseek-v3.2__tool_calling,60,0.0008566188823499822,0.989751475703291
stratified_proportional,deepseek-v3.2__tool_calling,65,0.0006137825624596536,0.9890881512715777
stratified_proportional,deepseek-v3.2__tool_calling,70,0.0004675757984497566,0.990874095256734
stratified_proportional,deepseek-v3.2__tool_calling,75,0.00032756205019868206,0.9915379098882553
stratified_proportional,deepseek-v3.2__tool_calling,80,0.0002170485513807153,0.9936710529001291
stratified_proportional,deepseek-v3.2__tool_calling,85,0.00018866426587677658,0.9952447552447553
stratified_proportional,deepseek-v3.2__tool_calling,90,4.858526007522504e-05,0.99702794141058
irt_maxinfo,gpt-oss-120b__tool_calling,5,0.01586527840651879,0.9841652507700289
stratified_irt,gpt-oss-120b__tool_calling,5,0.01586527840651879,0.9735828287187382
irt_maxinfo,gpt-oss-120b__tool_calling,10,0.02130357627885922,0.9859399412855984
stratified_irt,gpt-oss-120b__tool_calling,10,0.01586527840651879,0.99124495269876
irt_maxinfo,gpt-oss-120b__tool_calling,15,0.01940192143252352,0.9859399412855984
stratified_irt,gpt-oss-120b__tool_calling,15,0.01940192143252352,0.99124495269876
irt_maxinfo,gpt-oss-120b__tool_calling,20,0.013446129470348577,0.9929823694376383
stratified_irt,gpt-oss-120b__tool_calling,20,0.01586527840651879,0.9702291586486097
irt_maxinfo,gpt-oss-120b__tool_calling,25,0.01391395925758262,0.9788975131335582
stratified_irt,gpt-oss-120b__tool_calling,25,0.002112086917157087,0.9860139860139862
irt_maxinfo,gpt-oss-120b__tool_calling,30,0.011226980534178366,0.9859399412855984
stratified_irt,gpt-oss-120b__tool_calling,30,5.440370202706084e-05,0.99124495269876
irt_maxinfo,gpt-oss-120b__tool_calling,35,0.008403706543731123,0.9860139860139862
stratified_irt,gpt-oss-120b__tool_calling,35,0.00013622934008370208,0.99124495269876
irt_maxinfo,gpt-oss-120b__tool_calling,40,0.003715810321412405,0.9860139860139862
stratified_irt,gpt-oss-120b__tool_calling,40,8.176776822091443e-05,0.9790209790209792
irt_maxinfo,gpt-oss-120b__tool_calling,45,0.004648467269140275,0.9930069930069931
stratified_irt,gpt-oss-120b__tool_calling,45,0.0002645429192584756,0.9930069930069931
irt_maxinfo,gpt-oss-120b__tool_calling,50,0.00435038478949751,1.0
stratified_irt,gpt-oss-120b__tool_calling,50,0.00032553372566772223,0.9860139860139862
irt_maxinfo,gpt-oss-120b__tool_calling,55,0.0024595460344421197,1.0
stratified_irt,gpt-oss-120b__tool_calling,55,0.0007166235797208222,1.0
irt_maxinfo,gpt-oss-120b__tool_calling,60,0.0006737890448166579,1.0
stratified_irt,gpt-oss-120b__tool_calling,60,0.000749439163019963,0.9930069930069931
irt_maxinfo,gpt-oss-120b__tool_calling,65,3.5491172476233426e-05,1.0
stratified_irt,gpt-oss-120b__tool_calling,65,0.0007777799802314836,0.9930069930069931
irt_maxinfo,gpt-oss-120b__tool_calling,70,9.611884590866553e-06,0.9930069930069931
stratified_irt,gpt-oss-120b__tool_calling,70,0.00039033268354874285,1.0
irt_maxinfo,gpt-oss-120b__tool_calling,75,5.4403702027061254e-05,1.0
stratified_irt,gpt-oss-120b__tool_calling,75,0.00010085287460389094,1.0
irt_maxinfo,gpt-oss-120b__tool_calling,80,0.000362618832050703,0.9930069930069931
stratified_irt,gpt-oss-120b__tool_calling,80,0.0004640815980081441,0.9930069930069931
irt_maxinfo,gpt-oss-120b__tool_calling,85,0.00016553608155375746,0.9982502173821435
stratified_irt,gpt-oss-120b__tool_calling,85,0.0001105261426595491,0.9930069930069931
irt_maxinfo,gpt-oss-120b__tool_calling,90,5.4403702027061254e-05,1.0
stratified_irt,gpt-oss-120b__tool_calling,90,5.4403702027059614e-05,1.0
random,gpt-oss-120b__tool_calling,5,0.017858129470348573,0.8851838971582657
random,gpt-oss-120b__tool_calling,10,0.009404682661837938,0.9456443068074962
random,gpt-oss-120b__tool_calling,15,0.007392540817866305,0.9454256026791187
random,gpt-oss-120b__tool_calling,20,0.003378001810774106,0.9601407540687116
random,gpt-oss-120b__tool_calling,25,0.002302670746944319,0.9682994165431225
random,gpt-oss-120b__tool_calling,30,0.0021139592575826166,0.974675500761839
random,gpt-oss-120b__tool_calling,35,0.0018396631221071498,0.9764172149085613
random,gpt-oss-120b__tool_calling,40,0.0012122996831145315,0.9779608091116416
random,gpt-oss-120b__tool_calling,45,0.0009450073269285573,0.9798530919565119
random,gpt-oss-120b__tool_calling,50,0.001083668193752829,0.9825819581835337
random,gpt-oss-120b__tool_calling,55,0.0007525398800549216,0.9829683201548585
random,gpt-oss-120b__tool_calling,60,0.0006786732055731598,0.9856617004219079
random,gpt-oss-120b__tool_calling,65,0.0006716639031825158,0.9885296299852476
random,gpt-oss-120b__tool_calling,70,0.0004094937777736719,0.9900683365697095
random,gpt-oss-120b__tool_calling,75,0.00031482166893013417,0.9898248378191912
random,gpt-oss-120b__tool_calling,80,0.00017582095971027615,0.993636057247772
random,gpt-oss-120b__tool_calling,85,0.00013135217520022694,0.9937058647407983
random,gpt-oss-120b__tool_calling,90,4.063748190623082e-05,0.9960833033067327
stratified_proportional,gpt-oss-120b__tool_calling,5,0.01658766138524219,0.8827105592884336
stratified_proportional,gpt-oss-120b__tool_calling,10,0.00725046989588049,0.942230136801612
stratified_proportional,gpt-oss-120b__tool_calling,15,0.004997231125194911,0.9535243360295262
stratified_proportional,gpt-oss-120b__tool_calling,20,0.002534001810774107,0.9605070749347486
stratified_proportional,gpt-oss-120b__tool_calling,25,0.0028160052150294265,0.9653356376631125
stratified_proportional,gpt-oss-120b__tool_calling,30,0.0014109616216488108,0.9719519745623089
stratified_proportional,gpt-oss-120b__tool_calling,35,0.0018703014199794902,0.9799885261753293
stratified_proportional,gpt-oss-120b__tool_calling,40,0.0010452784065187863,0.9767634057880846
stratified_proportional,gpt-oss-120b__tool_calling,45,0.0013948901743149498,0.9816340084549436
stratified_proportional,gpt-oss-120b__tool_calling,50,0.0007343235129017643,0.9841587861855382
stratified_proportional,gpt-oss-120b__tool_calling,55,0.000637903692258191,0.9881410576407801
stratified_proportional,gpt-oss-120b__tool_calling,60,0.0005777890448166579,0.9858359434369416
stratified_proportional,gpt-oss-120b__tool_calling,65,0.00019560800490730427,0.9894032960613433
stratified_proportional,gpt-oss-120b__tool_calling,70,0.0003111629049990295,0.9901386958202775
stratified_proportional,gpt-oss-120b__tool_calling,75,0.00022912824103415256,0.9910802042778717
stratified_proportional,gpt-oss-120b__tool_calling,80,0.00019362415119963714,0.9932514724805488
stratified_proportional,gpt-oss-120b__tool_calling,85,7.430203900056498e-05,0.9935311927602689
stratified_proportional,gpt-oss-120b__tool_calling,90,5.1392407044134745e-05,0.9974825174825176
irt_maxinfo,gpt-4o__react,5,0.01796740606609326,0.9663176840445068
stratified_irt,gpt-4o__react,5,0.01796740606609326,0.9752433670693017
irt_maxinfo,gpt-4o__react,10,0.01796740606609326,0.9823619317924353
stratified_irt,gpt-4o__react,10,0.00884400181077411,0.9807370556736849
irt_maxinfo,gpt-4o__react,15,0.014570715758764655,0.9894797752097304
stratified_irt,gpt-4o__react,15,0.00884400181077411,0.9807370556736849
irt_maxinfo,gpt-4o__react,20,0.015386555002263476,0.9894797752097304
stratified_irt,gpt-4o__react,20,0.00884400181077411,0.9877423203570683
irt_maxinfo,gpt-4o__react,25,0.010412682661837942,0.9842396880153765
stratified_irt,gpt-4o__react,25,0.0014472358533272993,0.9720279720279721
irt_maxinfo,gpt-4o__react,30,0.010142346964438416,0.9842396880153765
stratified_irt,gpt-4o__react,30,0.00015936824103415326,0.9720279720279721
irt_maxinfo,gpt-4o__react,35,0.007801882835524437,0.9860139860139862
stratified_irt,gpt-4o__react,35,0.0004097855710867413,0.9790209790209792
irt_maxinfo,gpt-4o__react,40,0.007063150746944323,0.9982502173821435
stratified_irt,gpt-4o__react,40,0.0006737890448166593,0.9790209790209792
irt_maxinfo,gpt-4o__react,45,0.00802782109104729,1.0
stratified_irt,gpt-4o__react,45,0.0027692973190483355,0.9790209790209792
irt_maxinfo,gpt-4o__react,50,0.008107661385242194,1.0
stratified_irt,gpt-4o__react,50,0.0024957464916251695,0.9930069930069931
irt_maxinfo,gpt-4o__react,55,0.006319788693137392,1.0
stratified_irt,gpt-4o__react,55,0.0030303214872291757,0.9930069930069931
irt_maxinfo,gpt-4o__react,60,0.001657240581459687,1.0
stratified_irt,gpt-4o__react,60,0.0031312358533272947,0.9860139860139862
irt_maxinfo,gpt-4o__react,65,3.009742286129144e-06,1.0
stratified_irt,gpt-4o__react,65,0.0017091661063802983,1.0
irt_maxinfo,gpt-4o__react,70,5.912731774466293e-08,1.0
stratified_irt,gpt-4o__react,70,0.0021120869171570842,0.9930069930069931
irt_maxinfo,gpt-4o__react,75,0.0003224698958804888,1.0
stratified_irt,gpt-4o__react,75,0.0011531081937528281,1.0
irt_maxinfo,gpt-4o__react,80,7.15284065187866e-05,1.0
stratified_irt,gpt-4o__react,80,0.000550251810774106,1.0
irt_maxinfo,gpt-4o__react,85,0.00020143389499703215,1.0
stratified_irt,gpt-4o__react,85,0.00020143389499703137,1.0
irt_maxinfo,gpt-4o__react,90,3.549117247623376e-05,1.0
stratified_irt,gpt-4o__react,90,3.5491172476233426e-05,1.0
random,gpt-4o__react,5,0.016588001810774106,0.8865478941125902
random,gpt-4o__react,10,0.009571491172476233,0.9319859045342347
random,gpt-4o__react,15,0.00634906091242895,0.9507143637493095
random,gpt-4o__react,20,0.0029629379809868726,0.961017037825392
random,gpt-4o__react,25,0.002667647768220914,0.970892841867266
random,gpt-4o__react,30,0.0022133256878426634,0.9673839392371804
random,gpt-4o__react,35,0.0017643734998752784,0.9735516410022009
random,gpt-4o__react,40,0.001273161385242191,0.9821544676179815
random,gpt-4o__react,45,0.0008252405814596854,0.9785172420626951
random,gpt-4o__react,50,0.0013208086192847438,0.982931790296531
random,gpt-4o__react,55,0.0007768170033185057,0.9862911936281824
random,gpt-4o__react,60,0.0005661436547457371,0.9855188984363573
random,gpt-4o__react,65,0.00041028759700097227,0.9879008108982762
random,gpt-4o__react,70,0.0003592740643563897,0.9900321152561218
random,gpt-4o__react,75,0.00023337826467481504,0.9911875242923247
random,gpt-4o__react,80,0.00017351510864644642,0.9919920571025045
random,gpt-4o__react,85,9.617761876939398e-05,0.9951042823277119
random,gpt-4o__react,90,4.122377032230652e-05,0.9962582817831891
stratified_proportional,gpt-4o__react,5,0.008141363512901768,0.8850733972299772
stratified_proportional,gpt-4o__react,10,0.00574493798098687,0.9334633610401957
stratified_proportional,gpt-4o__react,15,0.004087878879332026,0.9503474489313224
stratified_proportional,gpt-4o__react,20,0.0019420869171570846,0.9614737203401654
stratified_proportional,gpt-4o__react,25,0.00230374649162517,0.9658777617630879
stratified_proportional,gpt-4o__react,30,0.0012086353805140589,0.9705105892954375
stratified_proportional,gpt-4o__react,35,0.0007203370257111446,0.9726127249863785
stratified_proportional,gpt-4o__react,40,0.000611969895880489,0.9800286831023448
stratified_proportional,gpt-4o__react,45,0.00030330519926898366,0.9802719369146697
stratified_proportional,gpt-4o__react,50,0.0004989941511996379,0.9821613283683629
stratified_proportional,gpt-4o__react,55,0.0005291110071869773,0.9870246320488492
stratified_proportional,gpt-4o__react,60,0.00038992143252351494,0.9862921129012929
stratified_proportional,gpt-4o__react,65,0.00034619090809249954,0.9900346892637656
stratified_proportional,gpt-4o__react,70,0.00022912382553745783,0.9912901191124348
stratified_proportional,gpt-4o__react,75,0.00011743991952115056,0.9930756974152208
stratified_proportional,gpt-4o__react,80,0.00013417734268899946,0.9930766166883315
stratified_proportional,gpt-4o__react,85,5.588725581570188e-05,0.9960832419646133
