participant_id	HSNS1	HSNS2	HSNS3	HSNS4	HSNS5	HSNS6	HSNS7	HSNS8	HSNS9	HSNS10	gender
R00533	2	1	3	1	1	3	2	1	4	0	1
R00534	4	3	5	2	2	4	3	5	3	1	1
R00535	5	2	5	5	2	1	4	4	5	5	2
R00536	1	1	4	5	3	5	2	2	2	2	2
R00537	3	1	1	2	1	4	1	4	2	1	1
R00538	4	1	4	3	4	4	2	2	4	2	2
R00539	4	1	2	1	1	5	1	1	1	1	1
R00540	5	3	4	1	4	4	5	2	4	4	1
R00541	3	2	1	1	2	4	1	2	1	1	1
R00542	4	4	5	1	1	5	4	2	4	2	2
R00543	5	2	4	2	4	3	4	4	4	4	1
R00544	5	3	4	5	5	4	4	5	5	3	1
R00545	4	4	4	2	4	5	4	4	5	1	1
R00546	2	4	4	4	5	3	3	2	4	1	1
R00547	5	4	4	4	3	4	4	5	4	2	2
R00548	3	1	1	4	2	2	1	4	3	1	1
R00549	4	2	4	2	4	5	2	2	4	3	2
R00550	4	3	3	3	4	4	2	2	2	1	1
R00551	4	3	2	4	3	5	1	4	2	3	2
R00552	4	1	3	1	2	5	2	2	1	2	2
R00553	5	4	5	1	4	3	4	4	4	5	2
R00554	5	5	5	2	4	4	3	0	4	2	1
R00555	5	5	5	1	2	4	4	3	5	1	2
R00556	4	1	5	2	3	4	0	5	5	2	2
R00557	4	3	5	2	5	5	4	4	5	4	2
R00558	4	4	5	0	5	4	4	4	5	3	1
R00559	5	3	5	3	4	2	4	5	5	5	2
R00560	5	4	4	5	4	5	5	5	5	4	2
R00561	4	4	5	2	2	5	4	3	5	4	2
R00562	5	2	2	3	5	5	5	0	4	4	1
R00563	4	3	4	3	3	4	1	2	4	1	2
R00564	5	4	5	2	2	5	4	3	4	2	2
R00565	4	4	4	4	3	5	4	3	4	2	1
R00566	1	1	2	1	2	4	3	1	1	1	1
R00567	2	2	3	1	1	3	2	2	4	2	1
R00568	5	5	5	3	5	4	4	5	5	4	2
R00569	4	5	5	5	4	5	5	4	0	4	2
R00570	2	4	4	2	1	3	0	2	3	4	1
R00571	3	4	5	2	2	4	4	2	4	2	1
R00572	4	5	5	3	3	4	4	2	4	2	2
R00573	4	1	3	3	4	3	2	4	2	2	2
R00574	4	2	3	3	4	2	4	2	2	4	1
R00575	5	5	4	5	4	4	3	5	5	5	1
R00576	4	2	4	2	2	5	3	1	2	1	2
R00577	4	4	4	1	2	4	4	3	5	1	1
R00578	4	4	2	4	3	3	2	3	4	2	2
R00579	1	0	3	2	2	1	3	2	1	1	2
R00580	5	2	4	5	2	5	4	5	4	2	2
R00581	4	5	5	2	4	2	3	5	2	3	2
R00582	5	1	1	2	4	5	2	5	3	4	1
R00583	4	3	4	2	2	0	2	2	3	2	1
R00584	4	4	5	2	2	4	4	3	3	2	2
R00585	3	2	4	2	2	4	2	3	4	2	2
R00586	4	3	3	2	3	5	3	2	4	4	2
R00587	4	4	5	5	4	4	4	4	5	4	2
R00588	5	1	2	2	4	4	2	3	2	4	1
R00589	3	5	5	2	5	2	5	3	5	2	1
R00590	2	2	2	1	1	4	2	2	3	2	1
R00591	4	5	4	1	3	3	4	2	3	2	1
R00592	5	1	1	5	5	4	2	4	3	5	2
R00593	2	4	3	1	2	3	3	4	5	1	1
R00594	5	4	3	5	5	5	4	5	5	5	1
R00595	4	5	4	2	2	4	4	3	5	2	2
R00596	4	2	4	1	2	4	3	1	4	2	2
R00597	4	5	5	4	3	4	4	4	5	2	1
R00598	5	2	4	4	5	4	3	4	5	5	1
R00599	2	4	5	2	1	3	2	1	5	4	1
R00600	3	4	5	1	2	4	4	1	4	1	2
R00601	4	1	3	5	4	4	2	2	4	5	1
R00602	3	3	4	4	4	5	4	4	4	2	1
R00603	4	5	5	3	2	4	5	4	5	1	2
R00604	4	4	5	4	5	4	4	2	4	4	1
R00605	3	3	4	2	4	2	2	2	5	2	1
R00606	4	1	4	2	1	4	2	2	4	1	2
R00607	5	3	4	4	5	1	5	4	5	5	2
R00608	4	4	3	3	3	4	4	5	2	2	1
R00609	2	2	5	2	4	4	0	4	4	2	2
R00610	4	4	4	3	3	4	4	2	4	2	2
R00611	5	5	5	3	3	2	5	3	5	2	1
R00612	3	4	4	1	2	4	2	2	3	1	1
R00613	4	5	5	5	3	4	4	1	5	2	1
R00614	4	5	4	2	2	3	4	1	5	2	1
R00615	3	5	5	2	2	2	4	2	2	1	1
R00616	4	5	4	4	4	3	5	1	4	2	2
R00617	4	3	5	1	4	5	3	5	4	2	2
R00618	4	1	1	1	2	5	2	4	2	2	1
R00619	5	4	5	4	5	5	4	2	5	3	2
R00620	5	1	2	0	5	3	4	4	2	3	1
R00621	5	4	4	4	4	5	5	4	5	5	1
R00622	4	4	4	2	4	4	4	2	4	2	1
R00623	3	3	4	2	2	4	2	1	5	1	2
R00624	3	4	4	5	4	2	4	4	5	4	1
R00625	4	1	2	1	4	4	4	3	5	4	1
R00626	2	2	5	1	2	3	4	4	1	2	2
R00627	4	4	1	2	2	4	5	1	4	1	1
R00628	2	4	3	4	3	4	2	3	4	2	1
R00629	3	1	4	4	5	4	4	4	4	1	2
R00630	5	4	5	5	2	3	4	4	4	2	2
R00631	2	1	4	1	2	5	4	2	1	2	1
R00632	3	2	4	2	1	4	2	2	1	1	1
R00633	4	1	3	2	3	5	2	3	2	2	2
R00634	5	3	4	2	2	5	2	4	4	4	2
R00635	3	3	4	4	5	5	4	2	4	4	1
R00636	2	4	5	3	1	2	4	1	2	2	2
R00637	3	4	5	1	4	5	4	5	5	5	1
R00638	5	1	4	4	3	4	4	5	5	5	1
R00639	5	5	5	4	4	2	0	4	5	5	1
R00640	2	1	4	1	4	3	4	4	2	3	1
R00641	2	1	2	1	2	5	2	4	1	1	1
R00642	4	3	5	1	4	1	5	0	5	1	2
R00643	3	1	4	2	2	5	1	2	4	2	1
R00644	3	4	5	1	4	5	5	1	5	2	2
R00645	4	3	2	2	4	5	4	4	3	0	1
R00646	4	5	2	5	4	4	4	4	5	1	1
R00647	4	1	0	4	2	4	1	2	4	4	1
R00648	4	4	5	3	2	5	4	4	3	4	1
R00649	4	4	5	4	5	5	5	5	4	2	1
R00650	5	5	4	3	4	4	5	4	5	4	1
R00651	5	4	5	4	5	5	2	4	5	5	2
R00652	5	4	5	2	2	2	4	3	4	2	1
R00653	5	3	4	4	3	4	2	5	5	5	1
R00654	5	4	4	4	4	4	4	2	5	5	1
R00655	5	4	4	4	3	4	1	5	5	3	1
R00656	3	4	2	2	4	3	4	4	2	2	1
R00657	4	0	4	1	1	5	2	4	1	2	2
R00658	5	1	4	5	4	5	1	4	2	5	2
R00659	4	2	2	2	5	4	4	4	5	3	2
R00660	3	4	5	3	4	5	5	4	4	2	2
R00661	5	2	5	2	4	4	5	4	5	4	1
R00662	5	5	5	4	4	5	3	5	3	5	2
R00663	4	5	5	4	2	4	5	4	5	3	2
R00664	4	4	5	3	3	4	5	4	5	3	2
R00665	5	5	4	3	4	5	5	2	5	4	2
R00666	5	4	4	1	5	4	4	0	4	1	2
R00667	2	2	2	2	4	4	4	1	4	1	2
R00668	5	1	4	2	2	5	5	2	4	1	1
R00669	5	4	5	5	5	4	5	5	5	5	1
R00670	5	1	4	2	4	5	3	4	4	5	1
R00671	2	4	5	3	3	4	3	3	4	2	1
R00672	2	5	4	3	2	3	4	2	4	1	1
R00673	3	4	2	2	2	2	4	1	4	2	1
R00674	4	5	4	2	1	4	4	3	5	2	1
R00675	4	4	5	4	3	4	4	5	5	1	2
R00676	5	4	3	5	5	5	4	5	5	5	1
R00677	5	5	4	3	3	4	4	5	5	3	1
R00678	5	5	4	4	3	4	4	5	5	2	1
R00679	5	1	4	3	4	4	2	5	4	5	2
R00680	3	3	4	2	1	4	4	4	5	3	1
R00681	3	5	4	3	3	5	2	4	4	2	2
R00682	4	2	2	2	5	4	1	4	2	2	1
R00683	4	2	2	0	2	5	3	2	4	2	1
R00684	4	3	5	2	3	4	4	1	3	2	2
R00685	5	5	5	3	5	3	2	4	5	2	2
R00686	4	1	1	3	3	5	4	4	2	2	1
R00687	4	5	5	3	2	4	5	1	3	2	1
R00688	3	2	5	0	2	4	4	2	2	1	2
R00689	5	5	4	2	3	4	4	5	4	2	2
R00690	3	2	4	5	2	3	2	5	4	2	1
R00691	5	4	5	4	4	3	4	4	5	5	2
R00692	4	0	3	4	3	4	4	4	3	2	1
R00693	1	1	5	1	1	1	2	1	2	1	1
R00694	5	3	4	3	2	4	2	5	3	4	2
R00695	3	1	4	4	3	5	1	5	1	2	2
R00696	4	2	3	4	3	5	1	5	5	4	2
R00697	4	4	2	4	5	5	4	4	4	5	2
R00698	4	1	4	1	4	5	2	4	1	4	2
R00699	2	1	2	2	1	3	4	2	2	1	1
R00700	5	5	5	4	5	3	5	5	5	0	2
R00701	5	1	5	1	4	2	4	4	4	3	2
R00702	2	4	1	3	2	3	4	2	4	2	1
R00703	4	5	5	2	2	4	5	4	5	1	2
R00704	3	1	2	3	3	4	4	2	2	2	1
R00705	2	4	5	1	4	5	5	4	4	2	1
R00706	4	4	5	4	3	4	5	5	4	4	1
R00707	5	2	5	3	4	4	2	2	3	2	2
R00708	4	2	3	5	3	5	5	4	4	3	2
R00709	4	2	5	1	4	3	4	5	5	4	1
R00710	4	3	5	4	4	5	5	4	5	4	2
R00711	5	5	5	4	5	5	5	4	4	3	1
R00712	5	4	4	4	4	5	3	5	5	5	1
R00713	1	2	5	2	2	2	5	2	2	1	1
R00714	4	2	2	2	4	5	2	5	4	3	2
R00715	2	1	3	1	2	4	4	1	2	2	1
R00716	4	4	4	1	1	4	2	3	2	1	2
R00717	5	5	5	4	0	4	4	5	5	5	2
R00718	3	4	2	2	4	5	4	2	3	2	1
R00719	4	3	5	2	4	2	5	4	5	3	2
R00720	4	1	2	3	4	4	2	2	2	2	2
R00721	2	3	2	4	4	4	5	4	4	3	1
R00722	3	2	2	1	4	5	5	4	4	1	1
R00723	3	4	5	3	3	4	5	2	5	5	1
R00724	4	4	5	2	2	0	4	2	4	4	2
R00725	5	2	4	3	4	5	5	3	5	2	1
R00726	4	5	5	2	2	3	5	4	5	3	1
R00727	4	2	5	2	2	4	4	4	2	4	1
R00728	5	3	3	4	3	4	1	5	5	4	1
R00729	5	4	4	4	5	4	5	4	4	4	2
R00730	5	2	4	5	4	4	3	4	5	1	2
R00731	5	4	4	3	5	2	5	5	5	3	2
R00732	5	3	2	3	4	5	3	4	4	3	2
R00733	5	5	4	3	4	0	5	2	5	1	2
R00734	5	3	4	4	5	4	4	2	4	3	2
R00735	5	3	5	5	5	5	3	5	4	4	2
R00736	4	4	3	4	3	2	4	5	2	2	2
R00737	2	4	5	4	3	5	2	3	4	2	2
R00738	5	3	4	1	4	2	5	3	5	2	1
R00739	4	4	4	2	3	4	0	4	3	2	1
R00740	4	4	5	1	3	5	5	2	4	2	2
R00741	4	5	2	5	3	3	4	3	5	2	1
R00742	2	4	4	1	2	3	3	3	3	1	1
R00743	4	4	5	2	1	5	3	3	4	2	1
R00744	2	3	4	2	2	5	1	1	4	1	2
R00745	4	3	5	2	4	4	4	4	4	3	1
R00746	1	3	2	2	2	0	5	1	1	1	1
R00747	4	2	2	2	2	4	2	1	4	4	1
R00748	5	1	2	3	4	3	4	2	3	1	2
R00749	5	3	5	4	4	5	4	5	4	4	2
R00750	5	3	0	3	4	5	5	4	5	4	1
R00751	3	4	5	2	2	5	4	1	5	5	2
R00752	3	3	5	3	4	4	3	5	3	2	2
R00753	4	4	4	2	5	4	2	4	3	2	1
R00754	3	3	5	2	4	5	4	1	4	3	2
R00755	3	2	1	4	4	3	4	5	4	3	1
R00756	2	4	5	2	5	5	4	4	3	2	1
R00757	4	5	4	3	4	3	5	2	5	1	2
R00758	5	4	4	5	4	5	5	5	5	5	2
R00759	5	2	1	1	3	5	2	4	3	3	1
R00760	4	3	4	2	5	5	4	5	4	5	2
R00761	5	5	5	5	4	4	3	5	5	5	1
R00762	5	1	1	4	3	5	4	5	4	5	1
R00763	3	1	2	1	1	5	2	2	1	2	2
R00764	4	1	4	2	0	2	3	1	1	1	2
R00765	5	3	4	4	5	3	3	5	4	5	1
R00766	3	4	4	2	0	5	4	5	4	3	2
R00767	4	1	3	5	2	4	1	3	2	2	2
R00768	3	2	2	2	3	5	3	3	4	3	1
R00769	5	4	5	2	5	4	4	4	4	5	2
R00770	4	1	3	2	3	4	1	2	1	2	2
R00771	5	1	1	0	4	0	1	4	3	2	1
R00772	1	2	5	2	2	1	3	2	2	1	2
R00773	5	3	2	2	3	3	0	4	2	2	2
R00774	2	4	5	2	2	5	1	1	1	1	1
R00775	2	5	3	2	3	1	5	4	5	2	1
R00776	1	4	3	1	3	3	5	3	5	4	1
R00777	4	3	3	4	3	3	2	3	3	1	1
R00778	1	4	3	2	4	4	4	1	4	1	2
R00779	4	3	1	2	3	3	2	2	2	2	1
R00780	2	4	2	1	1	4	2	2	1	1	2
R00781	5	1	3	1	4	3	4	5	4	4	2
R00782	5	1	1	4	2	4	1	3	1	1	1
R00783	4	5	5	3	5	4	4	5	5	1	2
R00784	4	3	5	4	4	4	4	4	5	2	2
R00785	4	1	3	2	1	5	2	2	3	1	1
R00786	5	2	4	5	5	4	2	3	5	5	2
R00787	3	5	4	4	2	4	5	3	5	2	1
R00788	2	1	1	2	4	5	2	5	4	4	1
R00789	4	4	5	2	4	2	4	3	5	4	1
R00790	4	5	2	2	5	5	5	3	5	2	2
R00791	2	4	5	1	2	4	4	2	4	1	1
R00792	4	1	3	2	5	0	2	5	4	5	2
R00793	2	5	5	2	2	5	4	4	5	2	2
R00794	4	4	1	2	4	4	5	3	4	2	1
R00795	2	4	5	3	3	5	4	0	5	2	2
R00796	4	5	5	2	4	2	5	2	5	2	2
R00797	4	5	4	2	4	2	4	3	4	1	2
R00798	4	5	5	4	5	2	4	4	5	3	2
R00799	4	4	5	2	4	4	2	2	4	1	1
R00800	2	2	5	3	1	5	4	1	2	1	1
R00801	4	4	0	5	2	5	2	3	4	3	1
R00802	4	5	5	5	2	4	3	5	5	3	1
R00803	5	2	3	5	4	4	5	5	5	2	1
R00804	5	2	5	3	2	4	5	3	4	1	2
R00805	2	3	3	5	2	3	4	2	4	4	2
R00806	5	2	3	5	4	5	3	3	4	2	2
R00807	1	2	2	1	2	2	2	1	3	1	1
R00808	5	4	5	5	4	5	4	4	5	5	1
R00809	5	1	2	5	5	4	2	4	4	4	1
R00810	3	1	2	2	3	4	0	2	4	1	1
R00811	4	5	5	4	4	3	5	4	5	2	2
R00812	1	1	4	3	4	2	4	3	1	2	2
R00813	5	4	4	3	4	5	5	4	5	2	1
R00814	5	1	2	5	5	4	2	4	4	2	1
R00815	2	2	2	1	1	4	0	4	5	2	1
R00816	4	4	4	2	0	5	4	3	0	2	2
R00817	4	5	5	2	2	4	3	4	4	0	1
R00818	5	1	4	2	4	5	4	4	5	5	1
R00819	4	1	1	2	4	4	1	2	2	2	1
R00820	4	2	2	2	4	2	3	4	5	2	1
R00821	5	5	5	5	4	5	3	5	5	4	2
R00822	5	4	4	2	5	5	4	3	2	4	1
R00823	5	4	4	4	3	2	4	2	4	2	2
R00824	2	4	2	1	2	4	5	2	3	1	1
R00825	5	5	4	3	5	5	4	4	5	3	1
R00826	3	2	2	2	4	4	3	2	2	5	2
R00827	5	4	3	4	5	3	2	4	4	2	1
R00828	5	5	5	5	5	4	5	5	5	4	2
R00829	5	5	5	5	5	5	5	4	4	5	2
R00830	4	4	5	2	4	4	5	1	4	2	1
R00831	2	3	3	2	2	4	4	2	1	1	2
R00832	4	4	5	0	3	4	4	2	4	2	2
R00833	2	4	3	1	2	4	4	2	3	1	1
R00834	3	3	2	3	1	2	2	5	0	1	2
R00835	4	5	4	4	5	3	5	5	5	5	1
R00836	5	1	2	4	2	3	3	4	2	3	1
R00837	3	4	5	2	4	5	4	2	4	1	1
R00838	2	5	3	3	2	5	4	4	4	2	1
R00839	0	4	5	2	4	5	4	2	2	3	2
R00840	4	1	5	2	2	4	3	3	3	2	2
R00841	3	3	5	3	4	5	4	2	2	4	2
R00842	3	4	4	3	3	0	5	4	0	5	1
R00843	1	1	2	2	4	2	1	3	4	2	2
R00844	5	4	4	4	2	4	1	5	5	5	1
R00845	3	1	2	3	4	5	2	4	1	3	1
R00846	5	1	4	4	4	4	2	5	4	2	1
R00847	4	2	2	4	3	2	4	4	2	2	1
R00848	3	4	2	3	4	5	4	4	3	3	1
R00849	5	1	4	2	4	5	1	3	2	4	1
R00850	4	4	5	4	4	4	4	5	5	2	2
R00851	5	4	5	5	5	4	4	4	5	4	2
R00852	3	5	4	2	4	2	3	4	3	3	2
R00853	4	5	2	1	4	3	4	4	4	4	1
R00854	2	2	5	1	2	1	5	1	4	1	2
R00855	4	5	4	3	4	5	5	1	4	1	1
R00856	4	4	3	4	0	4	1	2	4	2	2
R00857	3	5	4	3	2	5	4	4	4	3	2
R00858	3	2	4	2	3	4	4	1	5	1	2
R00859	2	1	4	2	3	3	1	3	2	3	2
R00860	3	5	3	1	2	2	4	2	5	2	1
R00861	5	2	4	2	4	4	4	5	3	3	1
R00862	2	3	4	2	1	5	2	3	4	4	2
R00863	5	3	4	2	3	5	4	3	4	2	1
R00864	4	2	5	3	5	4	2	4	2	3	2
R00865	5	5	5	3	5	4	4	4	5	5	2
R00866	0	5	4	1	4	4	4	4	4	3	1
R00867	3	2	4	3	3	5	3	4	4	2	1
R00868	1	2	4	2	4	4	4	2	2	3	2
R00869	4	4	5	4	3	4	4	4	5	1	2
R00870	4	4	2	4	4	5	3	1	4	2	1
R00871	5	3	4	5	5	5	3	5	5	5	1
R00872	2	2	2	2	2	5	4	4	4	2	2
R00873	3	2	4	2	3	3	3	3	4	1	2
R00874	2	1	2	3	1	4	1	4	2	3	1
R00875	4	2	4	4	4	5	2	2	4	2	1
R00876	2	4	4	1	4	5	4	2	4	1	2
R00877	4	5	4	2	2	3	4	3	4	3	2
R00878	4	5	5	3	2	4	4	3	5	1	1
R00879	4	5	5	1	4	4	4	4	4	4	2
R00880	5	3	5	3	4	3	4	3	4	4	2
R00881	4	4	3	2	4	5	5	1	2	1	2
R00882	5	3	3	2	4	4	4	3	4	4	1
R00883	5	5	5	1	4	5	0	4	4	3	1
R00884	5	2	0	4	4	2	4	4	5	5	1
R00885	4	2	2	4	4	4	1	4	4	4	1
R00886	4	4	5	2	2	5	3	4	4	2	2
R00887	2	4	5	3	3	2	4	5	2	2	2
R00888	5	5	5	2	4	4	5	5	5	4	1
R00889	4	2	4	3	1	5	1	4	2	2	1
R00890	0	1	2	2	5	4	4	5	4	4	1
R00891	3	1	4	2	3	2	4	4	2	2	2
R00892	5	5	5	3	4	5	4	5	5	4	2
R00893	3	4	4	4	5	4	4	2	4	3	2
R00894	4	5	5	4	4	4	5	4	5	5	2
R00895	3	2	3	2	5	4	5	3	4	3	1
R00896	4	4	5	4	3	5	3	5	5	5	2
R00897	5	5	4	4	4	5	3	4	0	5	1
R00898	4	2	4	3	5	4	5	2	2	5	1
R00899	3	2	0	1	1	3	2	3	1	1	2
R00900	5	2	2	4	2	5	3	4	4	3	1
R00901	4	2	1	2	1	5	1	2	1	5	1
R00902	4	2	3	4	4	5	3	4	2	2	2
R00903	4	3	3	2	4	5	2	4	4	0	2
R00904	5	2	4	3	4	3	4	4	4	2	2
R00905	3	5	4	1	3	4	4	2	4	1	2
R00906	5	2	3	3	4	4	2	5	4	3	1
R00907	4	5	0	4	4	4	5	5	5	5	2
R00908	5	3	5	5	4	4	4	4	5	4	2
R00909	3	4	5	2	4	4	4	2	4	3	1
R00910	5	2	4	3	5	5	4	4	4	2	1
R00911	5	5	5	4	4	0	5	4	5	4	1
R00912	4	1	4	1	2	4	2	5	4	5	1
R00913	3	4	5	2	2	2	5	1	5	1	1
R00914	4	2	4	4	5	4	2	5	5	2	2
R00915	4	2	2	0	4	4	2	4	3	4	1
R00916	4	4	4	2	3	4	4	4	4	2	2
R00917	3	3	3	2	2	5	2	1	4	2	1
R00918	2	2	4	2	2	4	3	4	4	2	2
R00919	5	2	4	4	1	5	4	5	4	2	1
R00920	2	4	3	2	2	4	2	1	2	1	1
R00921	2	1	3	1	4	4	3	4	4	1	1
R00922	4	0	4	2	2	4	4	2	2	4	1
R00923	1	2	4	1	1	4	1	2	3	1	1
R00924	4	1	2	2	4	4	2	4	1	2	1
R00925	4	5	2	3	5	4	4	4	4	4	1
R00926	3	5	4	2	2	2	1	4	4	2	2
R00927	5	1	5	5	2	4	5	2	4	5	1
R00928	5	4	0	2	4	4	4	5	5	4	2
R00929	4	5	2	4	4	4	4	2	5	2	1
R00930	4	2	5	2	2	5	3	2	4	2	1
R00931	4	4	2	2	2	5	2	4	2	4	2
R00932	5	2	5	1	2	4	2	2	3	3	2
R00933	5	4	4	4	4	5	2	4	2	4	2
R00934	2	1	4	1	1	4	2	4	1	1	2
R00935	5	4	5	5	4	4	0	3	5	5	2
R00936	5	5	5	5	5	2	5	5	5	4	2
R00937	5	4	4	2	4	5	4	4	5	2	1
R00938	1	5	5	2	2	2	4	2	4	2	1
R00939	5	5	5	2	3	4	5	3	5	4	1
R00940	5	5	5	5	4	2	4	4	5	4	2
R00941	4	3	3	2	5	4	5	4	5	3	1
R00942	2	5	5	2	5	5	5	3	3	2	2
R00943	4	4	4	4	4	2	4	4	5	5	1
R00944	4	1	1	3	5	4	4	5	4	4	2
R00945	4	2	5	4	4	5	4	1	3	2	2
R00946	3	5	4	4	4	4	2	5	4	1	2
R00947	3	5	5	2	3	5	5	4	3	1	2
R00948	0	5	4	2	4	4	4	2	4	2	1
R00949	4	1	2	5	4	3	2	1	4	2	2
R00950	4	4	5	2	2	4	4	2	4	0	1
R00951	1	2	5	2	2	5	2	1	4	0	1
R00952	3	3	3	2	3	5	4	3	3	2	1
R00953	2	2	2	2	4	4	4	4	2	2	1
R00954	5	1	4	5	4	4	2	5	4	1	1
R00955	5	2	1	4	5	4	4	4	4	3	1
R00956	4	3	2	2	4	5	2	2	1	1	1
R00957	2	2	2	1	3	4	2	1	1	2	2
R00958	4	1	2	4	3	3	1	4	3	3	2
R00959	5	2	5	2	0	5	4	5	4	3	2
R00960	5	3	3	4	5	4	5	4	5	2	2
R00961	3	4	2	2	2	4	2	3	4	1	1
R00962	4	3	4	1	1	2	3	1	4	1	2
R00963	4	4	5	4	4	3	4	2	5	3	2
R00964	4	5	5	4	3	5	4	4	5	2	2
R00965	4	5	5	2	4	5	5	2	5	4	2
R00966	5	1	2	3	3	5	2	4	3	1	1
R00967	4	3	4	2	3	3	5	4	5	2	1
R00968	4	4	3	2	1	4	3	2	4	1	1
R00969	4	1	5	2	1	4	3	4	4	2	2
R00970	5	2	4	3	4	3	4	3	5	2	2
R00971	5	4	5	3	4	4	4	4	3	4	1
R00972	4	4	4	1	4	4	4	3	4	2	1
R00973	5	3	5	3	2	4	4	4	5	3	2
R00974	4	2	3	2	2	4	2	3	4	2	1
R00975	5	2	4	5	5	3	4	5	4	2	1
R00976	5	5	5	5	5	5	4	5	4	1	1
R00977	5	4	2	4	4	5	4	5	4	4	1
R00978	5	2	4	4	4	4	5	3	4	4	2
R00979	3	3	5	1	3	5	4	4	4	2	1
R00980	5	4	5	4	2	5	3	4	4	2	1
R00981	5	4	3	4	3	2	5	5	4	5	1
R00982	4	0	4	3	4	4	5	3	5	4	1
R00983	5	4	5	1	5	5	5	1	5	1	1
R00984	4	2	5	2	0	4	4	3	5	2	2
R00985	5	3	5	3	5	3	3	5	4	2	1
R00986	2	1	4	4	3	5	2	4	4	2	1
R00987	5	2	2	1	5	4	5	2	4	3	1
R00988	5	2	3	2	3	5	2	4	4	4	2
R00989	4	2	4	4	5	4	0	4	5	2	2
R00990	4	3	4	2	4	5	2	5	4	2	1
R00991	4	1	1	1	3	5	3	3	4	2	1
R00992	5	4	5	3	3	5	4	4	4	4	2
R00993	4	4	3	1	4	5	4	4	5	2	2
R00994	5	4	3	3	5	5	3	5	5	5	1
R00995	4	4	5	2	2	4	0	4	5	3	2
R00996	4	2	5	4	4	4	2	3	4	2	1
R00997	3	4	3	1	1	3	4	1	4	1	1
R00998	1	2	2	1	2	2	3	1	1	1	2
R00999	4	1	4	2	3	4	3	4	4	1	1
R01000	3	1	4	1	4	3	3	2	2	1	2
R01001	3	4	5	4	4	4	4	4	4	1	2
R01002	5	2	4	4	5	4	2	3	4	3	2
R01003	5	2	4	1	2	3	2	3	2	2	1
R01004	4	1	4	2	2	2	2	4	4	4	2
R01005	3	4	4	0	2	5	4	2	4	1	2
R01006	4	5	2	1	2	4	4	2	4	1	1
R01007	4	5	5	2	2	5	3	4	5	4	2
R01008	2	2	1	2	2	5	3	2	4	2	1
R01009	5	2	4	4	5	5	4	4	4	5	1
R01010	3	1	4	2	4	2	2	3	3	4	2
R01011	5	5	5	4	4	5	5	2	4	3	2
R01012	5	5	5	5	5	5	5	5	5	4	1
R01013	5	2	4	4	2	5	2	4	4	4	1
R01014	5	1	4	3	0	4	4	3	2	1	2
R01015	4	2	1	4	4	4	2	5	4	2	1
R01016	4	5	5	3	5	3	5	5	5	5	1
R01017	4	5	3	2	2	4	4	4	4	3	1
R01018	4	4	5	2	4	3	4	3	4	2	2
R01019	5	2	3	2	3	2	5	1	5	1	2
R01020	2	5	5	2	2	3	5	2	4	1	2
R01021	5	3	5	4	5	3	2	4	3	5	2
R01022	1	3	4	2	2	2	4	4	0	4	2
R01023	5	1	4	2	4	5	4	5	5	4	2
R01024	4	1	2	2	4	5	2	5	4	1	1
R01025	5	2	1	2	4	4	3	4	5	4	1
R01026	5	2	5	4	4	5	4	4	4	3	2
R01027	5	4	4	2	4	3	5	2	5	3	2
R01028	4	5	5	2	3	4	3	3	5	2	2
R01029	2	2	4	1	4	3	2	1	1	1	1
R01030	4	5	5	2	2	3	4	4	4	2	1
R01031	1	2	4	1	2	2	1	1	3	1	1
R01032	4	4	5	2	1	2	3	2	4	2	1
R01033	4	1	4	4	3	5	2	4	4	4	2
R01034	5	4	2	2	4	2	4	3	3	4	1
R01035	1	5	1	1	1	4	3	1	3	1	1
R01036	2	1	2	1	1	3	1	1	1	2	1
R01037	3	3	2	5	3	4	2	3	4	0	2
R01038	5	5	5	2	3	5	4	2	4	4	1
R01039	4	2	4	2	2	2	4	1	2	1	2
R01040	3	4	4	5	2	4	3	2	4	2	1
R01041	4	3	5	2	1	1	4	2	4	1	1
R01042	4	0	4	4	5	5	4	5	5	3	2
R01043	2	4	5	2	1	5	2	2	4	4	2
R01044	4	4	5	1	1	5	1	5	4	1	1
R01045	2	4	5	4	5	5	3	5	5	1	1
R01046	3	1	0	1	2	4	2	2	2	1	1
R01047	3	1	3	2	5	5	5	4	5	1	1
R01048	5	5	4	5	5	4	5	5	5	5	2
R01049	1	1	2	1	2	2	2	2	1	1	2
R01050	4	4	5	4	4	4	5	2	5	3	2
R01051	3	1	1	3	2	5	1	2	1	1	1
R01052	5	3	4	4	5	5	4	2	4	1	2
R01053	5	3	5	2	3	3	4	3	4	2	1
R01054	4	1	5	2	3	3	3	1	2	3	1
R01055	4	4	5	2	4	4	4	4	4	1	1
R01056	2	5	2	5	2	4	2	4	4	2	1
R01057	5	4	4	2	5	3	4	3	0	2	1
R01058	5	1	1	2	3	0	3	2	3	2	1
R01059	5	1	5	5	5	4	3	5	5	5	1
R01060	1	4	4	3	2	4	4	3	5	1	2
R01061	2	4	5	2	2	5	2	1	3	4	2
R01062	5	5	5	3	3	4	4	5	5	5	1
R01063	3	5	5	2	3	4	5	2	3	1	2
R01064	4	2	4	4	3	4	5	5	4	2	1
R01065	4	2	5	3	5	5	4	4	5	2	2
R01066	3	4	4	4	4	4	5	4	5	4	1
R01067	4	3	2	2	1	3	2	4	2	1	1
