HSNS1	HSNS2	HSNS3	HSNS4	HSNS5	HSNS6	HSNS7	HSNS8	HSNS9	HSNS10	DDP1	DDP2	DDP3	DDP4	DDN1	DDN2	DDN3	DDN4	DDM1	DDM2	DDM3	DDM4	age	gender	accuracy	country
3	2	2	5	2	4	5	1	2	4	2	3	2	4	4	3	3	2	3	4	2	2	25	2	96	US
5	3	4	2	3	4	4	4	4	2	1	2	5	3	4	2	2	3	2	4	4	2	18	1	77	US
2	1	3	1	2	5	5	2	5	2	3	3	3	4	4	4	5	2	4	2	5	1	34	1	72	AU
3	2	4	1	4	3	1	2	2	1	3	2	2	5	3	1	3	1	5	4	4	2	13	1	74	BR
5	2	4	5	4	5	1	4	5	2	5	3	4	5	5	5	3	1	2	5	5	3	26	1	93	GB
4	3	2	1	4	3	4	4	5	3	1	4	0	4	5	1	4	1	2	2	1	1	34	1	94	GB
5	5	5	4	5	5	4	5	5	4	1	3	2	4	1	3	2	1	4	4	2	1	13	1	44	US
5	4	4	4	5	5	5	2	3	2	2	5	2	2	4	2	1	1	2	4	1	2	30	1	66	US
4	5	5	4	2	5	5	4	5	2	1	4	3	4	5	4	5	4	3	2	5	4	38	1	69	US
4	5	4	1	2	5	2	4	4	3	4	2	5	5	5	5	5	3	5	2	5	3	26	1	65	GB
2	1	1	2	2	4	4	3	4	4	4	3	1	4	3	3	3	2	1	4	3	2	22	1	97	GB
1	3	1	2	1	2	1	4	2	1	5	2	4	4	4	4	4	3	3	5	3	4	24	1	85	GB
2	5	1	1	1	4	4	4	4	2	2	5	1	4	4	4	3	4	5	2	4	2	15	1	82	SE
5	5	4	2	2	1	4	4	5	4	5	5	5	3	4	5	5	4	5	5	4	5	13	1	78	SE
2	4	1	1	2	5	2	2	1	3	2	1	4	4	3	2	1	2	2	4	1	1	19	2	81	DE
4	2	5	5	2	4	3	4	5	5	4	4	4	5	2	5	0	1	3	3	2	3	26	1	67	CA
4	2	3	2	4	4	4	4	4	4	5	5	1	5	4	4	4	4	5	4	5	4	15	2	76	US
4	5	4	4	2	5	4	4	5	2	2	5	0	4	5	2	4	4	4	3	2	4	25	2	97	SE
4	4	2	4	5	4	5	2	5	5	1	1	4	2	5	4	5	3	5	4	3	3	30	1	77	PH
5	4	5	4	4	4	4	4	5	3	2	3	1	1	5	4	2	4	3	3	1	1	22	1	94	AU
4	2	2	2	5	4	2	2	2	1	5	4	5	5	4	2	3	3	5	5	4	3	60	1	86	CA
4	2	5	4	4	5	2	3	3	1	5	2	5	4	5	0	5	4	4	5	1	4	19	1	54	US
5	3	5	5	5	5	4	5	4	4	3	3	4	4	3	4	4	4	4	5	2	4	23	1	51	AU
4	2	5	3	3	4	4	4	5	2	4	1	4	4	3	3	4	3	2	4	4	4	17	2	77	US
4	4	5	5	3	4	5	4	5	3	1	3	4	3	5	4	3	0	2	3	1	3	42	1	92	US
5	5	5	2	4	5	3	3	4	2	0	4	5	4	4	2	3	1	4	1	5	2	29	1	68	US
4	1	4	5	2	5	4	4	5	5	1	1	2	3	4	4	2	3	1	4	1	1	25	1	93	GB
2	1	2	1	2	4	2	2	4	1	1	0	1	2	2	1	1	1	2	1	3	2	27	1	79	US
5	5	4	4	5	5	5	5	4	4	1	1	2	4	4	4	2	3	1	4	2	1	26	2	93	US
5	5	5	5	5	5	5	5	5	5	1	4	5	4	5	2	4	4	5	4	3	2	28	2	84	US
4	4	5	4	4	5	4	5	5	5	4	5	4	4	5	5	5	5	0	4	5	3	18	2	74	US
4	4	5	2	3	4	4	4	4	2	4	1	1	5	4	1	1	2	4	4	2	3	27	1	73	US
4	2	4	3	5	4	4	3	3	5	5	5	5	5	4	4	2	2	5	4	5	5	17	2	85	US
4	4	3	1	4	4	5	3	5	4	4	3	3	2	4	3	2	4	3	3	4	3	14	2	87	US
2	5	5	5	4	5	5	3	2	2	2	1	4	5	4	4	5	2	5	2	4	3	26	2	44	US
4	3	1	2	2	4	1	2	4	1	4	3	4	5	1	3	3	1	3	5	4	4	16	1	72	AU
4	4	4	2	3	5	5	4	5	3	4	2	3	3	2	1	3	2	2	1	4	2	20	1	93	US
5	1	5	4	4	4	1	1	4	2	4	3	4	5	1	2	2	3	2	4	5	3	31	1	84	US
4	4	4	2	4	5	4	5	5	4	1	1	2	5	4	3	4	3	3	4	2	2	20	1	83	CA
4	3	3	3	4	3	0	4	5	2	2	2	4	4	4	4	5	5	5	5	4	2	14	1	91	US
2	1	4	4	4	2	5	2	4	4	2	2	4	5	4	1	2	1	2	5	4	3	47	1	98	AU
2	1	4	1	4	3	5	2	2	2	2	2	1	4	5	4	3	4	4	4	1	4	37	2	78	US
4	2	3	3	4	5	2	4	4	1	4	4	5	5	2	2	1	2	5	5	4	4	17	1	62	US
5	0	3	2	3	4	4	5	4	4	3	4	4	5	4	4	3	5	4	3	2	3	20	1	80	GB
5	4	5	1	3	4	5	2	4	1	3	1	1	3	5	5	2	5	2	4	2	2	21	2	50	US
1	1	3	1	2	5	2	2	3	2	1	1	5	2	4	2	4	1	4	3	2	4	19	1	88	US
5	5	5	3	4	3	5	2	3	4	3	1	1	1	5	5	3	3	2	4	1	2	14	2	80	US
2	1	4	1	1	3	3	1	0	1	1	2	1	4	4	2	3	2	2	1	2	1	25	1	95	US
5	5	3	4	5	5	5	5	5	4	5	4	4	4	4	4	4	2	4	4	5	3	13	1	81	US
5	4	5	3	3	5	5	5	4	3	1	5	4	4	3	4	3	1	4	3	3	2	34	1	85	US
3	4	4	5	3	5	5	5	4	5	2	5	4	3	5	4	3	4	3	5	3	2	13	1	69	GB
4	5	4	5	3	5	4	4	5	5	2	3	4	5	5	4	4	4	5	4	3	4	19	1	87	GB
3	2	4	2	2	4	4	4	3	2	1	1	3	3	5	3	5	3	1	1	4	2	19	1	80	PL
5	2	3	4	4	5	3	2	4	3	1	1	4	2	2	4	2	5	2	2	3	1	18	2	63	GB
5	3	4	2	4	3	5	5	2	4	2	2	4	4	5	4	5	2	5	4	5	5	13	1	67	US
5	4	4	1	4	5	2	2	4	5	1	1	3	1	4	0	4	3	1	4	4	1	24	1	93	US
4	1	2	2	0	2	2	2	4	3	2	1	4	4	4	2	4	1	3	4	4	3	26	2	94	US
5	4	3	4	2	5	2	5	5	3	4	2	0	2	5	4	5	4	4	4	4	4	18	1	91	US
1	0	1	2	1	4	2	2	1	1	3	2	4	4	4	5	3	2	3	5	4	3	13	1	83	CA
2	4	2	2	1	5	3	3	2	2	2	4	3	5	4	1	1	1	2	3	2	1	36	2	95	US
5	5	4	3	3	5	5	3	4	0	5	2	4	4	5	2	3	5	2	5	4	3	16	1	83	GB
4	4	5	2	1	4	2	2	2	2	2	3	4	2	2	1	1	1	4	5	3	2	40	1	81	US
4	2	3	1	4	4	4	4	4	4	4	1	4	4	4	5	4	3	3	2	4	1	18	2	90	PL
4	5	4	4	2	5	5	4	5	5	2	3	3	4	4	4	3	3	3	4	2	2	25	2	84	US
2	3	2	2	3	4	5	2	4	4	4	2	4	5	2	3	4	2	2	5	3	3	21	2	91	US
1	3	0	1	1	4	2	3	2	3	1	1	1	4	1	1	1	1	1	2	2	1	19	1	73	GB
4	1	2	1	2	4	1	2	1	1	2	5	4	4	4	4	2	2	4	2	4	3	24	1	96	PH
2	1	1	2	3	2	4	2	3	2	2	2	2	3	2	1	3	5	4	4	4	3	21	1	79	AU
4	2	5	4	5	4	5	3	5	3	4	5	5	5	4	4	4	3	3	5	5	4	16	2	79	US
5	5	5	2	2	4	5	1	5	3	3	4	4	5	3	4	1	2	4	5	3	3	45	1	91	US
5	3	5	2	0	5	4	1	4	5	3	4	4	4	5	4	5	3	5	4	5	3	13	1	98	US
5	5	3	3	0	4	5	5	5	3	1	1	3	1	4	4	4	1	1	4	0	2	20	1	95	US
5	4	2	2	2	5	2	4	4	3	5	1	2	5	3	2	2	3	1	5	5	4	23	2	74	US
4	3	2	3	4	4	4	4	1	2	5	4	5	4	4	5	5	4	3	4	4	4	14	1	99	US
4	2	2	4	4	5	4	2	5	4	1	1	1	5	5	1	2	2	4	2	2	1	13	2	93	US
3	1	4	1	1	4	4	0	4	1	2	2	3	5	2	1	1	1	3	4	5	4	21	1	72	US
2	2	4	1	3	4	4	2	4	2	1	1	2	4	3	3	1	3	2	1	2	3	26	2	57	US
4	4	5	2	5	5	5	5	5	5	5	5	5	5	4	3	4	2	4	4	5	5	25	1	79	US
5	2	3	2	3	3	4	4	4	2	4	5	4	4	5	0	5	4	3	4	0	3	13	1	88	US
0	2	5	1	4	5	4	2	4	5	2	5	4	1	4	3	3	2	5	4	5	2	16	2	98	US
1	1	2	5	1	4	1	2	2	2	4	1	4	4	2	2	2	1	5	4	4	2	34	1	82	US
4	4	3	3	0	5	5	3	4	4	2	4	4	5	4	2	2	1	4	5	5	5	31	1	94	US
4	2	3	2	3	4	4	2	4	1	4	4	5	5	3	2	1	1	5	5	4	3	18	1	88	US
4	2	2	4	4	4	4	4	4	1	1	2	1	4	4	1	1	2	2	2	2	2	31	1	87	PL
5	3	4	4	4	4	4	5	5	5	4	3	5	4	4	5	5	3	5	4	4	2	13	2	65	CA
5	4	5	2	2	4	4	2	5	4	4	4	3	3	4	4	3	3	4	4	5	2	44	1	92	US
2	3	4	4	4	4	1	0	1	2	1	1	1	3	4	3	4	5	1	1	1	2	26	1	97	US
4	4	5	4	5	5	4	4	3	4	1	4	3	4	4	4	3	4	5	4	3	3	24	2	94	AU
4	1	4	2	1	2	1	1	2	1	3	2	4	5	4	1	2	1	4	4	4	4	21	1	82	GB
4	2	3	1	4	4	4	2	4	3	1	1	1	1	4	2	2	0	1	3	1	1	26	1	79	US
2	2	3	2	4	5	2	3	4	2	5	4	5	5	5	5	4	4	4	5	4	4	20	1	95	US
3	1	1	2	2	3	4	2	1	2	4	5	5	1	2	4	3	2	5	5	4	4	17	1	61	US
0	3	1	3	4	4	2	2	4	2	1	4	5	2	2	2	4	4	2	1	5	3	20	1	96	US
4	5	5	3	5	4	5	4	4	4	1	1	1	4	5	5	5	5	1	1	1	1	23	2	97	AU
4	1	2	0	3	1	4	1	2	2	5	1	5	5	4	5	4	4	1	4	4	2	26	1	85	US
5	5	5	2	5	5	5	5	5	4	1	4	4	4	5	4	3	4	5	4	4	4	28	1	74	US
3	4	4	4	2	2	4	2	1	1	2	3	1	1	2	1	1	3	3	3	2	1	20	1	91	CA
4	4	4	3	5	5	5	4	4	2	2	5	3	3	5	5	5	4	4	5	5	2	13	1	45	US
5	5	3	2	4	5	5	5	5	3	5	1	1	0	4	2	2	2	3	2	1	1	29	2	95	AU
5	1	4	4	3	5	2	3	5	1	2	0	3	5	3	4	3	3	5	5	3	4	28	1	80	GB
4	2	2	4	1	2	2	2	4	2	5	2	3	4	4	4	4	1	1	4	2	2	31	1	84	US
3	4	4	1	1	3	1	2	2	2	3	1	2	3	4	2	4	2	2	2	4	1	34	1	72	GB
1	2	4	2	4	4	3	3	5	3	3	0	2	4	3	0	3	1	4	5	4	2	17	2	85	US
0	2	4	1	4	3	4	1	2	1	4	4	5	4	4	4	2	4	3	5	5	5	50	1	96	CA
4	4	4	5	3	5	3	3	2	2	2	1	1	4	3	3	1	1	1	4	2	1	18	1	69	US
4	2	2	2	3	3	3	2	4	3	4	3	4	4	2	1	1	3	4	5	4	2	26	1	86	US
4	5	3	2	2	4	4	3	3	2	3	2	4	4	4	5	5	2	5	3	2	1	22	1	89	US
5	5	5	4	5	5	5	4	5	4	5	5	5	5	4	4	5	5	4	5	5	2	24	1	51	US
4	4	4	4	3	2	4	1	4	2	2	2	1	2	4	4	2	2	4	5	3	4	23	1	78	US
4	5	3	2	2	4	3	3	5	3	1	3	4	4	5	5	5	3	2	4	4	5	16	1	78	US
1	1	1	2	2	2	1	2	2	1	4	2	5	4	3	2	3	2	3	0	4	2	21	1	70	US
5	4	4	1	3	4	4	4	4	4	4	2	1	4	5	3	3	2	1	5	1	2	28	2	96	PL
5	4	4	2	4	4	2	4	4	2	1	3	5	5	5	5	4	5	2	4	2	1	30	1	87	IN
5	3	2	4	4	5	4	2	5	2	2	3	4	5	5	4	3	5	0	5	4	2	27	1	63	US
5	2	4	3	2	3	3	3	4	2	3	5	4	5	2	1	1	2	4	4	5	5	18	3	76	US
4	4	3	4	4	4	4	5	4	4	5	4	5	4	5	4	5	2	4	4	4	2	15	1	91	US
4	2	4	4	5	4	5	4	3	4	1	1	1	1	4	2	3	5	1	4	2	1	29	1	68	US
3	2	5	3	4	3	4	4	1	1	4	5	4	5	2	3	1	4	2	5	2	4	21	2	90	AU
4	3	3	3	2	4	3	2	1	2	1	1	2	1	4	3	3	3	2	4	4	2	40	2	41	US
5	4	4	4	3	5	2	2	4	4	5	5	4	4	5	3	5	2	5	5	4	5	27	1	82	US
5	3	5	3	4	4	2	4	4	2	3	2	4	2	1	2	3	3	3	1	4	3	23	1	78	US
4	1	4	1	3	4	3	3	3	2	2	1	4	4	4	2	4	2	3	4	4	2	25	1	63	US
5	5	4	4	5	0	5	5	5	5	3	2	4	4	5	4	2	4	4	4	2	4	19	1	97	US
1	3	3	1	2	5	2	5	4	5	2	5	4	4	4	5	5	3	3	5	4	5	30	2	73	GB
5	3	2	4	4	5	3	2	4	5	1	2	2	2	3	4	3	4	3	5	4	2	18	2	94	GB
5	5	0	3	3	4	5	4	4	3	2	2	4	4	3	4	4	3	4	5	3	3	24	1	86	CA
3	2	2	1	1	4	3	4	2	2	4	2	1	4	1	3	2	3	1	4	5	3	17	2	83	GB
5	4	3	4	4	2	5	4	4	2	3	1	2	3	4	4	5	1	1	2	3	2	13	1	65	US
4	4	3	2	3	4	2	2	4	3	2	4	5	4	1	2	1	4	3	5	5	2	16	1	80	US
4	5	4	2	4	5	5	3	5	4	4	1	2	4	5	4	4	3	4	4	3	3	37	2	79	US
5	5	4	3	4	4	4	4	1	5	1	1	2	4	2	4	1	1	2	2	2	1	22	2	70	US
2	2	2	4	4	4	3	4	4	2	5	4	4	5	4	4	5	4	5	5	5	2	63	1	87	US
5	3	4	1	3	5	4	4	4	1	4	1	4	3	4	2	1	2	4	4	4	3	33	1	51	GB
5	5	5	5	5	5	5	5	5	5	1	3	4	4	5	3	4	4	1	5	2	2	27	1	40	US
3	4	5	5	5	5	5	4	5	0	4	2	4	4	5	2	2	4	4	5	5	4	13	2	92	US
4	1	2	4	1	2	2	3	3	4	5	5	5	5	2	2	2	2	4	4	4	5	29	1	97	GB
1	2	3	5	3	0	5	3	4	1	2	1	1	2	2	3	4	2	3	4	4	1	24	2	97	US
5	2	2	1	4	2	3	3	4	2	4	1	2	5	3	2	3	1	4	4	4	3	25	1	82	US
3	2	0	4	2	5	2	4	4	1	4	1	1	2	5	4	5	4	1	4	2	2	27	2	81	US
4	1	4	3	4	4	3	3	4	4	4	2	5	5	3	4	5	4	2	4	4	4	25	1	87	US
3	3	2	3	4	5	4	3	3	1	4	5	5	4	4	4	4	4	2	4	5	2	19	1	64	BR
5	5	3	2	4	5	5	2	5	2	1	1	2	3	3	1	5	2	1	2	2	2	19	2	83	GB
4	1	4	1	1	4	3	2	4	4	3	4	2	5	2	3	3	1	2	4	2	1	34	1	93	SE
4	1	3	2	4	2	2	3	3	1	5	3	3	5	4	3	5	4	3	5	4	2	31	1	66	US
4	3	4	1	5	5	2	5	5	2	2	3	4	4	4	4	2	1	2	2	2	1	22	1	95	US
4	1	4	4	2	4	4	3	3	3	4	1	1	3	5	3	2	2	3	5	2	2	13	1	86	US
2	2	4	2	4	3	5	3	3	1	2	3	5	4	4	4	5	2	4	2	4	4	14	1	88	PL
1	1	1	3	2	5	3	1	3	2	2	2	0	3	3	2	5	1	2	2	3	1	31	1	67	US
5	2	2	2	2	3	4	4	4	4	1	1	3	1	5	4	4	5	2	3	3	1	59	1	69	IN
2	3	3	2	2	3	4	1	5	1	4	4	5	5	5	4	4	5	4	5	5	4	28	2	75	US
4	2	2	1	2	5	4	4	3	1	1	4	1	3	4	3	4	3	3	4	2	1	32	2	87	GB
5	4	1	3	3	2	3	2	5	1	4	4	4	5	4	2	1	2	1	5	4	4	31	1	91	US
4	1	4	1	2	5	2	2	2	2	1	1	2	2	3	1	3	2	2	4	5	1	24	1	58	US
4	3	2	2	4	5	2	1	3	2	1	1	1	4	5	3	3	4	4	4	2	1	24	1	90	IN
5	4	4	5	3	4	2	3	5	2	4	3	3	5	2	3	3	2	5	4	5	4	18	1	73	CA
2	2	2	2	2	4	3	2	1	1	1	4	4	4	2	2	2	1	3	5	5	2	26	1	65	AU
4	2	2	4	4	4	4	4	3	4	5	4	4	4	2	3	5	4	4	4	4	2	36	2	58	AU
4	4	5	1	4	4	4	3	5	4	4	2	3	5	5	3	4	5	4	4	5	4	17	1	61	GB
4	2	1	4	1	4	3	2	4	2	1	2	4	4	5	4	5	4	4	4	5	1	13	2	45	DE
4	3	4	3	5	5	4	4	4	5	5	2	4	5	5	5	5	4	5	4	4	3	30	1	75	US
4	4	4	2	4	5	4	4	1	3	4	4	2	3	4	2	4	1	1	4	4	2	38	1	79	US
4	2	2	3	1	4	2	2	4	2	2	1	3	4	4	4	4	2	2	2	1	1	16	1	92	US
4	4	4	5	4	5	5	2	5	3	1	1	1	4	5	2	1	2	3	2	2	3	16	1	90	US
4	5	5	4	5	5	5	5	5	1	1	1	0	2	4	5	5	3	1	2	4	1	13	1	87	US
5	5	5	2	5	5	5	5	5	5	3	5	4	0	0	5	4	5	5	5	5	5	17	2	56	US
5	2	1	3	1	2	0	1	3	2	1	2	1	3	2	1	1	2	4	3	2	1	21	1	49	CA
5	5	3	4	5	5	4	5	4	4	5	3	3	5	5	5	5	4	5	5	5	4	13	1	80	US
4	5	5	3	4	0	4	3	2	2	1	2	1	4	4	4	4	3	1	2	2	1	13	1	79	US
4	2	2	3	5	5	4	3	5	4	0	3	5	5	5	3	4	1	4	5	4	3	24	1	92	US
5	5	5	5	4	5	5	5	5	5	3	3	4	4	4	4	5	4	3	5	3	4	28	1	98	US
5	1	5	3	4	5	2	2	1	4	5	3	4	5	4	1	3	2	2	5	5	4	24	1	92	US
3	1	2	0	1	3	1	1	3	1	5	3	4	4	4	3	3	2	2	4	2	2	18	1	95	US
5	5	4	5	4	5	5	5	5	4	4	4	4	2	5	5	5	5	5	4	5	3	43	2	93	US
5	4	5	2	4	5	4	2	4	3	1	3	4	3	5	4	4	5	1	2	2	2	22	2	96	US
4	5	5	3	4	4	5	4	3	4	5	2	4	5	5	5	5	3	5	5	4	4	16	1	64	US
4	5	5	2	4	4	4	4	5	4	4	2	4	3	4	4	3	2	1	4	1	1	13	2	98	GB
5	4	5	3	5	5	4	4	5	5	3	4	4	5	4	4	3	1	2	2	4	2	13	1	98	US
4	4	4	4	4	0	4	1	3	1	4	1	2	4	5	4	5	5	5	4	4	3	28	1	87	US
2	4	5	3	5	5	3	2	5	3	4	4	3	4	2	2	2	1	3	4	4	3	45	2	87	US
5	5	5	4	4	5	5	4	5	4	2	1	4	2	5	4	4	3	3	4	4	1	44	2	93	US
5	1	2	2	2	4	2	1	4	1	3	2	4	2	3	4	5	0	4	1	3	3	26	2	44	GB
4	4	4	2	4	4	4	5	4	2	1	2	3	4	5	5	5	4	4	4	4	2	27	1	89	US
2	1	4	2	2	2	5	2	2	5	1	4	3	4	2	1	1	3	3	5	2	4	13	2	63	US
4	2	5	4	2	4	4	2	1	4	2	3	3	1	1	1	1	1	4	2	4	2	17	1	93	US
1	3	5	4	3	4	4	3	1	1	1	2	3	4	5	4	2	2	4	4	4	5	22	1	89	GB
3	2	3	1	4	4	3	3	4	4	1	2	4	2	2	2	1	1	4	1	4	1	14	2	87	US
4	4	5	2	4	4	5	4	4	5	1	1	2	3	2	2	2	2	2	4	4	2	15	2	56	US
5	4	5	4	3	4	2	4	4	2	3	2	3	5	4	5	5	2	1	5	4	2	25	1	98	CA
5	5	2	5	5	5	5	5	5	4	4	4	2	5	0	1	4	2	4	5	4	5	28	2	54	BR
3	3	4	4	5	5	4	4	4	3	4	5	5	5	5	4	4	4	4	5	5	3	22	2	98	US
5	4	5	3	2	5	4	3	3	4	4	5	5	5	3	5	4	2	3	5	5	3	14	2	93	US
1	2	4	2	2	3	5	1	4	3	1	2	2	4	3	1	2	1	1	3	2	1	18	2	74	US
5	2	1	4	2	3	4	2	4	2	1	5	3	5	2	2	1	1	2	4	3	3	15	1	83	US
5	5	4	4	0	5	5	5	5	5	2	4	2	4	4	4	5	2	2	4	4	2	13	1	96	US
5	3	1	3	3	4	3	3	3	2	5	4	5	4	4	5	2	2	4	5	5	3	20	2	67	GB
4	4	5	1	2	4	4	4	5	1	5	4	4	3	4	3	2	4	4	5	4	2	25	1	86	US
4	2	2	2	3	5	4	2	1	2	3	2	5	4	1	2	1	2	2	4	2	3	28	1	95	US
2	1	2	4	1	4	5	4	5	2	1	1	1	3	3	2	2	2	2	4	1	1	34	1	68	GB
5	4	5	4	3	5	5	5	2	2	1	4	3	3	5	5	5	5	4	4	4	3	21	1	94	US
5	4	3	3	4	5	4	4	4	2	1	2	4	5	4	3	4	2	2	4	4	4	54	1	79	US
5	3	4	2	2	5	5	4	4	2	1	1	1	2	5	2	1	4	4	4	1	2	20	1	86	AU
4	4	5	4	4	5	5	5	5	2	4	1	2	3	4	4	2	3	1	2	1	1	20	1	95	CA
4	2	4	2	3	4	3	3	1	2	2	1	4	1	2	2	1	1	3	4	4	1	20	1	97	US
3	1	4	5	4	5	5	3	4	2	2	2	1	2	5	3	5	2	3	1	3	1	24	1	93	CA
4	2	4	5	4	4	3	4	4	2	3	3	4	5	4	2	4	2	4	4	4	3	15	1	72	CA
4	4	5	2	4	3	5	4	4	1	5	4	3	5	3	2	3	2	4	5	5	5	20	1	81	IN
4	2	4	3	4	4	4	5	4	4	3	2	3	4	5	4	1	3	4	0	4	2	21	2	94	CA
5	2	2	3	2	3	4	3	3	2	1	4	3	4	3	4	1	2	2	5	4	5	14	1	88	US
2	4	4	1	2	2	3	2	4	3	1	1	2	4	4	4	3	1	1	4	3	2	14	2	94	US
4	1	4	2	3	5	4	2	3	2	4	2	4	2	1	1	1	5	1	4	4	2	31	1	87	AU
5	4	4	3	2	5	5	0	5	5	3	2	2	4	5	5	4	4	1	4	3	2	35	1	74	US
1	4	4	2	2	5	1	3	4	1	2	3	2	5	4	4	3	1	2	5	4	4	17	1	98	GB
2	2	4	1	2	4	4	3	4	3	4	2	4	5	5	5	5	4	3	4	4	2	40	2	94	US
4	2	3	3	2	5	2	2	4	3	5	4	2	2	5	4	2	3	5	2	5	4	18	1	90	IN
5	2	5	5	0	4	3	4	4	1	3	5	5	5	4	5	3	5	5	5	4	5	17	1	90	US
5	4	4	4	4	5	2	5	5	5	2	4	2	5	3	4	1	1	5	5	4	2	27	2	73	GB
5	5	4	2	2	5	4	4	5	2	4	1	5	3	5	3	1	4	1	4	2	2	18	2	63	DE
2	3	2	4	2	5	2	2	3	2	2	3	4	4	3	3	2	0	5	5	4	3	14	1	86	PL
5	1	1	5	3	3	5	2	4	1	4	5	4	4	4	4	2	4	5	4	5	4	16	1	40	US
4	2	2	1	4	5	4	2	4	1	4	1	1	5	5	4	4	3	2	4	5	4	25	1	82	CA
4	1	5	2	4	3	2	4	4	0	3	1	4	4	4	5	2	2	2	2	0	2	39	1	97	US
5	2	4	1	3	4	4	2	4	4	5	5	4	5	3	3	1	2	4	4	5	4	16	1	84	US
5	4	5	3	4	3	4	4	4	2	1	1	4	4	3	3	2	4	2	1	4	1	25	2	94	CA
5	4	3	4	3	5	3	4	4	3	5	2	5	5	4	5	4	3	5	5	5	4	24	1	72	US
4	2	4	5	3	3	4	4	5	3	1	1	1	3	5	4	4	1	1	3	1	1	40	2	69	US
2	4	4	2	4	4	2	4	4	1	4	4	4	4	2	4	2	2	4	4	4	3	17	2	78	AU
5	2	1	4	2	3	2	5	3	2	3	1	4	3	5	0	4	2	5	4	4	2	14	1	88	GB
5	4	4	2	2	4	4	3	3	3	1	5	5	5	4	3	1	2	4	5	5	5	24	1	96	US
4	3	2	1	1	4	3	3	2	1	5	2	3	4	4	3	3	3	2	5	4	3	18	1	90	US
2	1	3	4	4	4	4	4	3	1	5	2	5	4	2	1	2	1	5	5	4	4	32	1	97	US
5	4	5	5	4	5	4	3	4	4	4	3	4	5	5	4	4	3	4	4	5	5	13	1	64	IN
4	4	2	2	2	2	3	2	5	2	4	4	3	5	5	3	4	3	4	4	4	4	15	2	59	US
5	2	4	2	4	5	5	1	4	3	2	1	4	5	5	5	5	4	3	2	4	3	25	2	90	US
5	5	5	2	5	5	5	2	5	5	5	5	3	5	4	5	5	2	5	4	5	4	23	2	81	US
1	2	4	1	2	4	4	2	3	2	1	1	4	4	1	1	1	2	2	1	1	1	13	2	92	US
4	4	5	4	3	2	5	5	5	4	5	5	4	5	5	4	4	4	5	4	5	5	13	2	93	US
3	4	2	2	1	4	2	5	5	2	5	3	3	4	5	2	2	3	2	5	5	2	30	1	59	US
1	4	4	2	4	5	4	4	4	2	4	3	5	4	3	1	2	1	2	2	4	3	13	3	81	US
4	4	5	2	5	4	4	4	4	2	2	1	0	2	2	4	2	4	4	2	1	4	25	1	70	US
2	3	4	3	3	4	1	1	3	1	3	2	3	4	3	2	4	1	3	4	2	2	16	1	75	US
2	3	5	4	5	4	5	4	5	5	1	1	5	5	4	3	0	2	1	4	3	4	14	2	86	US
4	4	5	2	3	5	0	4	4	4	2	3	2	3	4	2	2	3	2	4	4	1	21	1	80	US
4	4	3	4	4	4	2	4	5	5	2	2	3	5	2	4	5	2	4	4	4	2	18	1	62	GB
4	5	5	4	3	5	4	5	5	3	4	4	5	5	5	4	5	5	4	4	4	4	29	2	95	GB
2	1	1	2	2	3	0	2	4	1	2	1	2	4	2	3	1	1	3	4	2	2	35	1	82	US
5	4	5	3	4	5	5	5	4	4	1	2	1	4	5	5	4	5	1	1	4	3	26	2	93	IN
4	5	3	3	4	4	4	5	5	3	3	4	2	5	3	2	4	2	4	4	5	5	30	2	76	DE
3	1	1	2	2	2	1	3	2	2	2	2	3	4	3	2	3	1	2	5	4	2	43	1	86	US
4	5	5	4	5	4	5	2	5	5	4	3	5	5	4	4	5	3	5	5	5	4	26	2	68	IN
5	3	3	5	3	3	3	5	5	4	2	4	4	4	1	2	2	1	3	3	3	2	32	1	58	CA
2	1	3	2	3	3	2	2	4	3	4	3	5	4	4	1	2	2	2	4	1	2	13	2	72	US
3	4	3	2	4	4	2	2	3	2	4	2	2	4	4	4	1	2	2	2	1	2	17	3	91	IN
3	5	5	2	3	4	4	1	4	2	1	1	1	3	2	1	1	2	1	3	1	2	21	2	81	US
5	5	2	3	2	2	4	2	3	5	1	2	4	4	3	4	4	3	4	4	5	2	41	1	74	US
3	5	5	2	2	5	2	4	4	2	2	2	5	4	2	4	4	5	4	5	5	4	18	1	60	AU
4	1	2	2	2	4	2	4	4	1	2	2	4	4	3	2	3	1	4	5	4	3	18	1	55	CA
5	5	5	4	4	5	5	5	4	3	2	5	4	5	5	4	4	5	2	5	5	2	35	1	87	US
2	4	5	5	4	4	3	3	5	3	4	2	3	5	3	4	1	3	3	5	4	1	15	1	95	US
2	2	5	3	2	3	3	2	1	1	1	1	1	5	3	3	1	4	4	5	5	3	31	1	91	CA
5	3	5	4	5	5	5	2	4	5	5	3	3	4	5	4	3	3	5	4	4	4	17	2	75	US
4	4	3	4	4	2	4	5	2	5	2	2	1	2	1	2	1	1	4	4	3	3	28	2	98	US
3	3	4	2	4	3	4	2	5	3	3	3	5	3	4	4	3	4	4	4	5	3	17	2	72	US
4	4	4	2	5	3	4	2	4	3	5	5	4	5	5	5	3	4	5	0	5	3	17	2	96	US
3	2	4	2	4	2	2	2	4	5	5	5	5	5	1	4	1	3	4	5	5	5	22	1	68	CA
