participant_id	HSNS1	HSNS2	HSNS3	HSNS4	HSNS5	HSNS6	HSNS7	HSNS8	HSNS9	HSNS10	gender	behavior
T01245	4	5	3	4	3	5	4	2	4	4	2	0.19247361020325704
T01246	5	4	5	4	5	5	5	5	4	3	1	1.2692529888238717
T01247	1	1	2	2	2	5	3	2	4	1	1	-1.0689422775860546
T01248	2	4	1	2	2	5	2	2	2	2	1	-1.283807804594295
T01249	5	4	5	5	4	4	5	4	5	3	2	1.9332921597689108
T01250	4	0	4	4	4	4	4	4	4	5	1	-0.5906467702630621
T01251	3	3	4	4	4	5	4	2	3	4	1	0.5183759603641337
T01252	4	2	4	4	4	4	2	2	3	2	1	-0.6948939820649034
T01253	5	2	5	3	4	4	4	4	4	1	1	1.8557718102842067
T01254	4	1	3	2	4	3	2	2	4	1	2	-0.3323758129196578
T01255	4	2	4	2	2	4	4	2	3	2	2	0.25025194694192865
T01256	5	4	2	3	5	5	4	1	4	2	2	0.7913566656041995
T01257	5	4	4	4	2	5	5	2	3	3	1	0.5809014920859205
T01258	5	5	2	4	4	4	5	4	4	2	2	0.6404183697172241
T01259	2	1	2	2	2	5	2	1	2	2	1	-0.7482003468213966
T01260	3	2	2	1	5	4	2	1	0	3	2	-0.21662665722957078
T01261	4	5	5	3	5	5	5	4	5	4	2	1.810215866069289
T01262	5	4	3	1	4	5	4	3	5	2	1	-0.41535279999194474
T01263	5	5	5	5	5	5	5	5	5	4	1	2.0118604277827816
T01264	5	5	5	4	5	5	5	5	5	5	2	0.748600474949402
T01265	5	1	2	4	4	4	3	4	0	2	2	0.06685857442276774
T01266	5	4	3	3	4	4	4	3	4	4	2	0.9646057849405323
T01267	3	3	5	3	2	2	4	1	4	2	1	-0.2952751656894127
T01268	3	2	5	2	2	5	4	5	4	1	2	0.33745697836383526
T01269	4	4	5	3	4	5	0	5	2	2	1	0.4651713302517001
T01270	5	4	4	5	5	4	4	2	5	2	2	1.6369525222112642
T01271	5	5	2	5	5	4	4	5	2	3	1	1.574729482319061
T01272	5	5	0	3	5	4	4	2	4	2	2	-0.6574636591736789
T01273	5	5	5	4	5	5	5	5	5	4	2	1.3293788151552095
T01274	4	1	3	2	4	4	4	2	3	2	2	0.5213097932098756
T01275	2	4	0	5	4	3	4	5	5	4	1	0.5147527865331117
T01276	5	5	4	4	5	5	4	5	5	2	1	1.074100590708274
T01277	3	4	2	2	1	2	2	2	2	2	2	-0.634370243502879
T01278	4	4	3	1	3	4	5	2	4	2	1	0.02442789525230743
T01279	5	1	2	4	4	3	4	4	0	3	1	-0.006297725835195431
T01280	4	2	4	3	2	4	4	3	4	5	1	0.4351963824497216
T01281	5	4	4	4	5	5	3	4	4	4	1	-0.48814601963312615
T01282	4	1	4	2	2	2	5	3	4	1	2	-0.3174797378242755
T01283	5	5	5	3	5	5	4	4	5	2	1	-0.3379881586812443
T01284	4	4	3	3	1	5	4	2	3	1	1	-0.32020035189551477
T01285	5	4	2	3	2	4	1	4	2	4	2	1.257296435604522
T01286	5	4	5	4	5	4	5	5	4	5	2	1.5942785020673287
T01287	2	3	4	4	1	3	3	4	4	3	1	0.9909903807824063
T01288	4	4	4	4	4	5	4	2	4	4	2	0.6027447833229126
T01289	4	3	4	3	2	4	4	0	4	5	2	0.2753143235564792
T01290	5	5	3	3	4	4	4	3	5	2	2	0.5464244001835367
T01291	4	2	5	2	4	3	3	2	4	1	2	-0.4471817046181302
T01292	5	1	5	4	4	4	5	4	5	3	1	0.36308194868734045
T01293	5	2	5	4	3	4	1	3	4	1	1	0.7747446516157476
T01294	4	2	4	5	4	4	5	4	4	5	2	2.061395505421288
T01295	3	2	4	4	4	3	4	2	4	5	1	0.3478748884629438
T01296	3	5	4	4	4	5	5	5	5	3	2	1.2978159972102632
T01297	4	4	5	2	3	4	4	5	5	4	1	-0.032616106097152264
T01298	4	5	3	4	5	5	5	4	5	4	2	1.3848477678832798
T01299	4	3	5	2	3	4	4	4	5	2	2	-1.3641107230991252
T01300	3	2	4	2	4	5	2	2	3	3	1	-0.6164761713546165
T01301	5	5	5	2	4	4	4	4	4	2	2	1.2849701102666964
T01302	5	3	5	3	5	5	4	5	5	4	1	0.7516577294872501
T01303	5	4	4	5	4	4	5	5	5	4	2	1.1589260279262854
T01304	5	5	5	5	5	3	5	5	4	2	2	0.464748689867607
T01305	2	3	4	4	2	4	4	5	5	1	2	-1.125234638317493
T01306	5	2	2	2	2	5	2	4	3	5	1	-0.7780757216667477
T01307	5	4	5	2	4	4	4	2	2	3	1	1.173399248808019
T01308	2	1	4	3	4	4	1	1	1	1	1	-0.4596072315308971
T01309	5	4	5	2	4	5	4	2	5	3	1	-0.7317702858936683
T01310	5	4	4	5	5	4	5	5	3	2	2	1.9557429698278548
T01311	5	3	5	2	4	5	5	5	4	4	2	1.0041484420851898
T01312	5	4	4	4	4	5	4	5	5	4	2	1.1256590968519022
T01313	4	2	2	2	3	5	2	2	2	2	1	0.611680736515858
T01314	4	2	3	2	2	3	1	4	4	2	1	0.019013195509238523
T01315	4	4	4	2	4	5	3	1	3	2	1	-0.19036993739451868
T01316	5	4	4	4	5	5	5	0	5	4	2	3.0122859107733078
T01317	5	4	5	4	4	3	5	5	3	4	2	1.0809262149407104
T01318	4	4	4	4	4	2	1	4	2	1	2	0.5124353209389412
T01319	4	1	4	2	5	5	1	4	3	1	1	-1.2358983041865155
T01320	5	5	5	4	4	5	4	4	5	5	2	-0.14796815221743453
T01321	2	2	5	2	2	2	3	2	4	1	2	0.46294174671188126
T01322	4	4	3	4	4	4	4	2	5	5	2	1.179530594285659
T01323	5	4	4	5	5	5	2	5	4	4	1	0.11690952312113961
T01324	4	3	1	1	2	4	4	2	3	5	2	0.7655298376694596
T01325	5	4	2	3	4	5	3	4	5	4	1	0.7916907981756807
T01326	5	5	5	5	5	4	5	5	5	5	1	0.5226346940133381
T01327	4	2	5	5	0	4	4	5	4	3	2	0.13141096678057929
T01328	5	4	3	5	5	3	4	3	4	2	2	0.64280450722368
T01329	2	2	4	2	1	4	1	1	4	1	1	-1.0962043438120586
T01330	4	1	2	4	4	4	3	2	0	2	2	0.7844199664720488
T01331	5	5	5	5	4	5	5	4	5	5	1	2.2868179738892307
T01332	4	4	4	3	3	3	4	1	5	4	2	0.21103416710993328
T01333	3	1	3	0	0	4	2	4	4	1	2	0.6803634535724508
T01334	5	4	4	5	4	5	5	5	5	4	2	1.383809925012677
T01335	5	2	4	3	2	5	4	2	4	2	1	0.41428433100511275
T01336	5	5	5	5	0	5	5	5	5	5	2	1.7839763514210363
T01337	4	1	1	2	4	5	5	2	5	2	1	0.6840475105435396
T01338	2	1	5	1	1	4	1	3	2	1	1	-1.9721744069853047
T01339	5	4	5	5	5	5	5	5	5	5	2	2.3958610473941153
T01340	4	4	2	3	2	5	4	5	4	4	2	0.39001864969070776
T01341	1	1	2	1	3	4	2	3	4	2	1	-0.48007050353735325
T01342	5	5	5	4	5	5	5	4	4	3	1	-0.21061907755490916
T01343	4	3	5	4	5	4	4	4	5	5	2	2.360717950534762
T01344	2	1	3	5	2	3	4	4	3	2	1	0.15969125069706522
T01345	2	1	2	3	5	3	5	3	5	1	2	0.5021210177172329
T01346	3	1	5	3	4	5	3	3	1	1	1	0.06273865422850922
T01347	4	3	5	3	5	5	4	2	5	1	2	0.9050713572063119
T01348	2	1	2	1	3	3	4	2	4	2	1	-1.1134229893203897
T01349	5	4	2	2	5	5	4	4	4	3	2	-0.22187323599987518
T01350	4	5	3	3	4	4	4	5	4	2	2	-0.01798552632674444
T01351	5	2	2	5	2	5	2	2	3	1	1	-1.115848768130239
T01352	4	4	5	2	3	4	3	5	5	4	2	1.1560287855453477
T01353	5	4	5	5	5	5	4	5	5	2	1	1.3110419288792987
T01354	4	4	3	5	4	4	4	1	4	2	2	0.5240466510423549
T01355	5	5	5	1	4	5	2	5	3	5	1	-0.28711166726654547
T01356	4	2	4	1	2	3	4	4	2	3	1	-0.8956861835210421
T01357	5	5	5	5	5	4	5	5	5	5	2	0.8378213623764315
T01358	4	5	3	4	5	5	5	3	2	3	2	0.2280655540958566
T01359	4	4	5	2	5	2	4	0	5	5	2	1.1066462981382428
T01360	5	5	5	5	5	5	5	4	4	3	1	0.9913383789753664
T01361	5	4	5	5	5	4	5	4	4	4	1	-0.32258955606173023
T01362	5	5	5	4	5	4	5	4	4	4	1	0.5423835069931293
T01363	4	3	3	1	5	4	4	4	5	1	1	0.13584168220982448
T01364	4	1	4	3	3	5	2	4	3	4	2	0.05090115390648779
T01365	2	4	5	2	5	5	5	4	4	5	1	1.0180271624442394
T01366	5	5	2	4	5	5	4	4	4	3	2	0.8084557204346983
T01367	5	2	5	5	5	5	4	5	3	2	1	0.3359455587264307
T01368	5	1	0	2	1	5	1	1	2	2	1	-0.2858184511000551
T01369	4	5	5	3	5	5	4	5	4	5	2	1.4408455491561218
T01370	4	4	2	1	2	2	2	1	3	1	1	-0.944143714877225
T01371	5	4	5	4	4	5	4	4	5	2	2	0.7217915747989722
T01372	4	4	4	5	5	4	4	4	5	3	2	1.832917683408225
T01373	4	1	2	1	2	5	4	4	4	2	1	-0.1437625027051857
T01374	4	2	3	4	4	3	3	2	4	3	1	-0.2655782954603225
T01375	4	4	5	4	5	4	5	4	5	5	2	1.9203338515230617
T01376	5	5	3	3	4	5	5	5	4	4	2	0.512942061990161
T01377	5	3	4	4	5	3	4	5	5	4	2	1.762978754751344
T01378	5	4	5	5	5	5	5	5	4	5	1	1.9243146417839156
T01379	5	4	4	2	3	5	4	4	4	2	2	1.2666165449958067
T01380	4	2	4	2	2	5	4	1	4	2	2	0.19339721364960616
T01381	5	0	5	4	5	4	4	4	5	3	1	-1.034714992040135
T01382	5	2	5	4	4	5	5	4	4	4	2	0.2603813011085957
T01383	5	4	4	3	4	4	5	4	3	5	2	1.407663841924157
T01384	5	4	5	5	4	5	5	4	5	4	1	0.7265801009630242
T01385	5	5	5	5	5	4	5	5	4	5	2	2.9612033208253523
T01386	5	4	5	4	4	5	5	4	4	2	1	1.2201570445396288
T01387	3	3	2	2	1	4	4	2	4	2	1	0.21903589922128724
T01388	4	2	4	4	1	5	3	2	4	2	2	0.17926028398774288
T01389	5	5	5	5	5	5	5	5	5	5	2	1.0176171189107923
T01390	3	1	2	4	3	4	4	2	1	2	1	0.5743443413376246
T01391	4	4	3	3	4	4	3	2	5	4	2	0.14608468211609438
T01392	4	4	4	2	4	4	4	4	4	2	2	2.3861541448946104
T01393	3	4	4	2	3	4	2	2	4	1	1	-0.646749120478439
T01394	3	2	0	3	3	4	3	2	4	0	1	-0.7939237335427589
T01395	2	5	4	5	4	4	4	5	4	2	2	1.7718939154653341
T01396	2	2	5	3	4	3	4	4	3	4	2	0.40746816851594686
T01397	5	3	4	4	2	4	4	0	5	2	1	-0.04853340432617416
T01398	5	4	3	3	3	3	4	4	4	4	2	0.26049354958623877
T01399	4	2	2	2	4	0	4	2	3	2	1	-0.3214915466564462
T01400	3	1	1	1	4	5	4	1	4	2	2	0.6880977898742493
T01401	2	2	3	2	2	1	2	1	2	2	1	0.31515369786516145
T01402	2	2	2	2	4	4	2	2	3	2	2	-0.08690612273789748
T01403	4	5	4	2	5	5	2	4	3	4	2	-0.09208525017700336
T01404	5	4	4	5	4	5	5	4	4	4	1	1.879130957609955
T01405	1	2	2	1	4	4	4	2	3	1	1	-0.6137922789216165
T01406	4	5	0	3	4	5	4	4	5	4	1	-0.18732697605482634
T01407	4	2	5	3	2	4	2	4	4	3	1	-1.7429418533812546
T01408	5	4	4	2	4	4	4	4	5	5	1	-0.2092077885287047
T01409	2	1	2	2	2	5	2	2	2	1	2	-0.3117011195301681
T01410	4	4	2	2	2	4	4	3	4	2	2	0.10867080218012898
T01411	5	4	5	2	4	4	4	5	5	4	2	-0.12477425152525234
T01412	4	4	2	2	5	3	4	4	4	2	2	0.698352820676308
T01413	4	1	1	1	4	4	5	4	5	3	1	1.833404446057055
T01414	4	4	4	4	2	5	3	4	4	4	1	-0.2710777388346174
T01415	4	4	4	5	5	5	5	5	5	2	1	2.0294600208833327
T01416	4	3	4	3	3	5	4	4	4	4	1	0.4279437884738136
T01417	5	5	5	4	3	4	5	2	5	3	1	0.9081844949704758
T01418	1	2	5	4	2	4	1	4	3	4	1	-0.6469121860897189
T01419	3	1	3	2	1	3	2	2	2	1	1	1.2636240963003684
T01420	4	5	5	4	5	4	5	4	2	2	1	0.47762779662329874
T01421	4	4	4	2	3	5	4	4	4	1	1	0.6666357344228173
T01422	4	5	5	4	5	5	4	4	3	3	2	0.15576258012204036
T01423	5	3	5	5	2	4	4	5	4	4	2	1.360627531529894
T01424	2	3	3	4	1	4	4	2	2	4	1	-0.3022739837730787
T01425	5	5	5	5	5	5	5	4	3	4	2	1.7470218504816946
T01426	5	5	5	4	5	4	4	5	5	3	1	0.22407923588773654
T01427	2	1	1	3	2	4	2	2	4	2	1	-1.881411244572123
T01428	5	2	5	3	3	3	4	3	2	2	2	-0.018395687699291285
T01429	5	1	4	2	4	5	3	1	2	2	1	-0.30525210214617593
T01430	4	3	4	2	3	4	4	5	4	2	1	1.9813132233722597
T01431	4	1	3	1	2	4	0	3	4	1	1	-0.7116321213977752
T01432	4	4	2	5	3	5	5	4	4	3	1	0.43838837819484194
T01433	5	2	4	2	2	3	2	3	2	1	2	-0.3317532409631643
T01434	5	5	5	4	5	5	5	5	5	4	2	0.13986985166307586
T01435	5	5	5	3	3	5	5	4	5	3	1	0.608193877626387
T01436	5	4	4	5	5	4	4	5	5	5	2	1.203180696383197
T01437	4	4	5	5	5	4	5	2	5	3	1	0.4441666837988816
T01438	4	4	4	3	5	5	4	3	4	2	1	0.35324808011933473
T01439	2	5	1	1	2	5	5	3	5	2	1	-0.5006632937231543
T01440	3	3	5	3	5	5	5	4	4	1	1	-0.6063337973752144
T01441	3	4	5	4	5	5	4	4	5	5	1	0.5725423067856646
T01442	4	3	4	2	5	4	5	4	3	0	2	-0.41211781964662664
T01443	5	5	5	4	5	1	4	5	5	3	2	0.9325525450082003
T01444	4	5	5	4	5	3	5	4	3	1	2	0.6829157031714728
T01445	4	4	5	3	2	4	4	4	4	4	2	1.3921362431886324
T01446	4	1	2	3	5	4	4	3	4	2	1	-1.8868433335722838
T01447	5	5	5	3	5	5	3	5	5	4	2	0.8288299604314637
T01448	5	5	4	5	5	0	5	4	2	3	1	1.223409673326418
T01449	5	5	5	3	5	3	5	4	5	2	2	0.11481781433480742
T01450	5	4	5	2	5	5	5	5	0	4	1	0.22748469980855834
T01451	5	4	5	5	5	3	5	4	5	2	2	1.8025348050360037
T01452	5	2	5	5	4	5	4	3	5	4	1	1.5098998791997884
T01453	5	5	5	3	5	5	4	5	5	5	2	1.719184652126965
T01454	4	2	3	3	2	5	2	3	1	2	2	-0.8794977306033787
T01455	5	5	5	5	5	5	5	5	5	5	2	2.2813001796867196
T01456	5	5	5	3	5	5	5	5	5	3	2	1.259353726261396
T01457	5	1	5	2	1	4	4	4	5	1	1	-0.34532338744153634
T01458	5	5	5	5	5	5	5	4	5	3	2	1.371171383021701
T01459	3	5	5	3	5	4	4	5	5	2	2	1.3201975063555893
T01460	4	5	4	4	5	5	4	4	5	5	1	-0.47118424195547753
T01461	4	5	4	1	3	5	4	3	3	2	1	0.974363868348031
T01462	5	2	5	3	3	4	4	4	3	3	1	0.1910962129601712
T01463	5	3	5	4	5	4	4	2	4	4	2	1.2775772674433874
T01464	5	4	4	5	3	5	4	5	4	5	2	0.687570558863829
T01465	4	4	5	4	2	5	4	5	5	2	1	1.2293848132218737
T01466	4	5	5	5	4	4	5	5	4	3	2	1.143907208471557
T01467	5	1	4	4	3	4	4	2	2	1	1	-0.18417131609886092
T01468	4	1	4	3	4	2	3	4	5	4	1	-0.9965460827874216
T01469	2	1	2	2	1	3	2	3	5	1	1	-0.2029375111137301
T01470	5	4	5	5	4	4	4	5	4	2	2	0.9301175797909167
T01471	4	1	3	2	3	5	2	2	2	3	1	1.0491493298102352
T01472	5	2	4	2	5	5	4	4	4	4	2	0.43759050936801347
T01473	5	2	3	3	3	4	4	3	4	2	2	0.5427715766725656
T01474	4	4	3	4	4	3	5	5	4	4	1	0.6941744299841242
T01475	3	4	2	4	3	5	4	4	4	5	1	0.3581561336712397
T01476	4	4	2	3	4	4	3	2	2	1	2	0.2998330315786367
T01477	5	4	5	4	5	4	4	0	5	4	1	0.633067340794814
T01478	4	3	2	2	3	5	3	4	5	2	1	-0.0748274958958522
T01479	3	4	4	3	5	4	4	5	0	4	2	-0.5026146189328646
T01480	5	3	5	4	4	4	3	4	4	4	2	1.5656456911233407
T01481	0	1	4	2	3	4	4	0	3	1	1	1.1959786885350945
T01482	4	4	5	4	3	5	4	2	4	2	1	0.22322593879723987
T01483	4	4	4	4	3	4	4	3	3	2	1	-0.6420892200012737
T01484	5	5	4	3	5	5	5	4	5	5	2	2.4991765675400415
T01485	4	3	4	2	4	5	5	4	4	5	1	-1.3939556476808437
T01486	5	4	3	1	2	4	2	4	4	2	2	-0.32088531603241227
T01487	5	5	3	4	5	5	3	3	4	2	1	0.19020263483829608
T01488	5	4	3	2	2	5	4	4	4	2	1	-0.24955873606630719
T01489	4	2	5	4	3	4	3	4	3	2	2	-0.7030202884102057
T01490	5	4	4	4	5	5	5	5	5	5	2	0.0953694053724563
T01491	2	3	2	1	2	3	3	2	1	1	2	-0.41650598031281066
T01492	4	1	2	3	4	4	2	3	4	2	2	-0.45151715341196197
T01493	5	5	5	3	4	5	5	5	4	4	1	-0.18436030343951726
T01494	5	4	3	3	3	5	4	4	4	4	1	-0.4342642974489077
T01495	2	2	4	1	4	3	2	2	4	4	1	0.7977732509806347
T01496	4	2	5	3	4	4	4	5	5	2	2	2.1342836855692555
T01497	4	4	4	3	3	3	4	0	4	1	1	-0.70499360114231
T01498	4	2	2	2	4	3	4	4	4	5	2	0.2757727496226708
T01499	3	2	5	4	2	4	4	2	4	3	1	0.4240616578109314
T01500	5	5	4	5	5	5	5	5	5	5	2	0.28334294500183277
T01501	1	2	4	2	2	5	2	1	1	1	1	-1.1651261480520128
T01502	5	5	5	5	5	4	5	5	5	5	2	1.2150434136856594
T01503	5	2	5	2	3	5	3	4	4	3	2	-0.0128200962144846
T01504	3	3	4	1	4	4	4	3	5	2	1	0.059232002022686275
T01505	5	4	4	4	2	3	4	5	5	4	2	1.0652645954409583
T01506	3	4	1	2	4	5	4	2	3	1	1	-0.2967981681002334
T01507	4	4	2	1	4	4	4	4	5	1	1	-0.3105436104531269
T01508	3	1	4	3	5	5	3	4	1	1	1	0.8267634549319959
T01509	5	5	5	3	5	4	5	5	5	5	2	0.2398066902716116
T01510	1	1	1	1	2	5	2	1	2	1	2	-0.19136937741519183
T01511	0	5	5	5	4	4	5	5	0	5	1	0.24606153674457892
T01512	4	2	5	3	2	5	5	4	5	4	2	0.2977713510772496
T01513	4	2	5	5	3	4	4	5	4	5	1	0.4125620362020826
T01514	2	2	4	1	1	4	3	2	2	1	1	0.15533935689013784
T01515	2	1	4	4	1	3	3	2	4	3	1	-0.028604700553990392
T01516	4	2	5	4	3	4	5	2	4	1	1	0.023627581024484035
T01517	2	5	5	5	5	4	5	4	5	4	1	-0.07948514144235341
T01518	4	2	4	2	2	3	4	4	3	1	1	-0.45172692789950397
T01519	5	5	5	5	5	5	5	5	5	4	2	0.2778757910033298
T01520	4	4	1	0	3	1	4	4	4	2	2	1.2259594170045278
T01521	4	4	4	4	2	4	3	2	4	4	1	0.39535997555510705
T01522	5	3	5	3	5	5	5	5	4	3	2	0.8776859099071812
T01523	1	2	4	1	3	4	2	4	5	2	1	-1.5878035053411446
T01524	2	2	2	2	2	1	4	3	3	1	1	-1.0144276244224744
T01525	4	1	4	1	2	3	5	4	4	2	2	1.5333913569034867
T01526	4	0	2	3	4	3	4	3	3	2	2	-0.5653700175040082
T01527	5	4	4	3	4	4	4	5	5	5	1	1.4140577785375577
T01528	4	4	4	4	4	1	3	2	5	3	1	-0.14269079951675773
T01529	5	3	5	3	4	5	4	3	5	5	1	0.7505946378531712
T01530	2	3	1	2	3	4	2	2	1	4	1	-1.1408383420969845
T01531	2	1	1	1	2	3	1	2	2	2	1	-0.8080153615223906
T01532	4	2	4	4	2	3	4	5	3	2	1	0.6855786376824895
T01533	4	4	4	4	5	4	5	5	1	1	1	-0.20230437962512288
T01534	5	5	5	5	4	4	4	4	5	5	2	-0.14563631814861655
T01535	5	5	5	4	4	5	4	2	5	4	2	-0.21624416673712643
T01536	4	3	5	2	4	5	4	2	5	5	2	1.5733459348441976
T01537	4	4	2	5	4	5	3	4	2	1	1	0.4715437485729326
T01538	5	5	3	4	5	3	4	0	3	5	1	0.07936834929999029
T01539	4	1	2	1	3	3	1	2	2	1	1	-1.773679187090314
T01540	2	4	5	5	2	2	2	2	5	1	1	-1.2804717749956536
T01541	5	2	5	2	5	5	4	5	4	2	1	0.889642269710327
T01542	2	4	2	4	2	4	4	2	5	4	1	-0.48035901456772023
T01543	5	5	5	5	4	5	5	5	5	2	2	-0.04448492253007852
T01544	4	4	5	5	4	4	4	4	5	2	2	1.7037939781496232
T01545	4	4	4	5	4	0	5	5	5	3	2	-0.270030235858008
T01546	3	1	4	1	3	4	4	4	4	3	1	0.5803074918348352
T01547	5	5	5	4	0	5	5	4	5	4	2	2.0051082005385106
T01548	4	2	2	1	4	1	4	3	3	2	1	-0.4080029928840301
T01549	5	4	0	5	4	3	4	5	5	5	2	1.6555669978284524
T01550	4	5	5	3	5	5	4	4	5	3	1	-0.06319043290491877
T01551	2	4	4	5	3	4	4	4	4	3	1	0.6332449373205284
T01552	0	5	5	5	4	5	4	3	5	3	1	0.37639512853239127
T01553	4	4	3	2	2	4	3	1	3	4	1	-0.9117692579553003
T01554	4	4	2	2	2	4	3	3	2	4	2	0.4437529961651304
T01555	3	2	4	4	3	5	4	4	4	2	2	0.4970828878730671
T01556	5	5	5	5	5	5	5	5	5	4	2	0.028690904577139742
T01557	5	4	4	3	4	5	4	5	5	4	1	-0.3597345985494674
T01558	4	5	4	4	4	5	4	4	4	4	2	-0.14714407549680353
T01559	5	4	5	3	4	5	4	5	5	4	2	0.9676855266926054
T01560	2	1	2	1	1	4	2	1	3	1	1	-1.3753751915112842
T01561	2	4	2	1	1	3	2	1	3	3	1	-0.4577666736001529
T01562	5	3	5	4	4	5	5	4	5	5	1	1.3813799691948243
T01563	5	5	4	5	4	5	5	5	5	5	2	1.6921825364353897
T01564	4	2	2	2	4	4	4	2	4	2	1	-0.490276700899365
T01565	2	5	3	4	3	5	3	4	4	2	1	-0.5612242700047552
T01566	5	5	5	5	4	5	5	3	5	5	2	1.5758353525223354
T01567	3	2	4	3	5	5	5	4	4	3	1	0.8692208548708403
T01568	3	4	4	4	4	5	3	5	4	2	1	0.04883536319283649
T01569	3	5	5	5	5	4	3	5	4	2	1	1.571286268994711
T01570	5	4	4	3	3	3	3	2	5	2	1	0.004672944336160972
T01571	5	5	5	2	5	5	4	4	5	4	2	0.6283850665798087
T01572	3	4	4	2	3	5	2	4	5	4	2	0.43180919252844263
T01573	5	3	5	5	4	4	3	5	5	5	1	0.38157691825323736
T01574	5	4	5	5	5	5	5	5	5	5	2	0.007869485386888808
T01575	2	2	5	3	2	4	3	1	4	3	1	0.19898092418565522
T01576	5	5	4	2	5	4	5	5	5	4	2	-0.2688963219778848
T01577	5	4	5	4	1	4	5	4	5	3	2	0.6431045592145764
T01578	4	4	5	4	5	5	4	5	5	5	1	-0.48774057422894634
T01579	3	2	2	1	4	5	4	2	5	4	1	0.8828138966678665
T01580	2	3	3	4	3	2	0	4	1	1	1	-0.8648083533511802
T01581	4	4	4	4	4	4	4	3	4	3	2	-0.0006480442713216461
T01582	5	4	2	2	4	5	5	5	4	5	2	0.7709916631140753
T01583	4	5	2	4	5	5	4	4	5	3	2	1.5160373158966418
T01584	4	5	2	3	4	5	4	3	5	5	2	0.3793934737880001
T01585	4	1	4	3	2	5	4	1	4	1	1	-0.3603336476098665
T01586	4	4	5	2	4	5	4	4	4	3	2	2.1760785884454874
T01587	4	4	4	4	4	5	5	4	5	4	2	0.7739328766430484
T01588	1	1	1	2	2	5	4	1	4	3	2	1.4317116242290242
T01589	4	4	4	2	2	4	2	3	5	2	1	-0.10172764379555921
T01590	4	3	3	2	1	2	4	2	4	2	2	-0.3744972321515477
T01591	4	4	4	1	2	3	2	2	2	2	2	0.7103408341242898
T01592	4	3	2	2	2	5	2	2	2	2	1	-0.5152137070390573
T01593	4	5	5	5	5	4	5	5	0	5	2	0.4277051525464003
T01594	5	5	5	4	4	2	4	5	4	5	2	0.6786568063899875
T01595	3	4	2	1	2	4	2	2	3	1	1	-0.2000221444799739
T01596	3	4	4	4	2	4	4	4	5	3	1	0.5034780493134119
T01597	1	4	1	3	4	4	5	4	2	1	1	-0.2893600612755805
T01598	5	5	5	3	3	5	4	5	3	4	1	-0.14502799812737083
T01599	5	4	5	5	5	5	5	5	5	5	2	1.1622825293195915
T01600	2	3	3	4	2	5	4	4	4	4	2	-0.5448727567299481
T01601	2	2	5	2	2	4	1	5	4	1	1	-0.6579867622849244
T01602	5	5	5	5	5	5	5	5	4	5	2	2.251071649369317
T01603	5	4	4	1	4	4	5	4	5	3	2	1.507719755743313
T01604	4	1	4	1	2	3	3	4	4	2	1	-0.5963563246455084
T01605	2	0	2	3	3	4	4	4	2	2	1	-1.3778365818439562
T01606	2	1	2	1	1	2	1	1	4	0	1	-1.3539537879324357
T01607	4	4	1	3	3	1	1	3	4	4	1	-0.40705138633888105
T01608	5	4	4	3	3	5	5	3	5	5	2	0.12838654986677267
T01609	4	2	2	4	5	5	4	3	5	1	1	-0.7299494561509723
T01610	4	3	5	5	4	4	5	5	5	5	2	1.0247493372582144
T01611	3	4	4	4	5	4	4	5	4	2	2	0.22722305495739054
T01612	2	1	1	1	1	1	1	1	2	2	1	0.8111764677329047
T01613	4	4	4	0	2	4	4	5	5	1	2	-0.047476036996073556
T01614	4	2	4	2	3	5	4	5	4	2	2	-0.4816230896056001
T01615	5	1	3	3	4	4	4	5	5	2	1	1.35186846307863
T01616	4	3	4	1	3	4	4	4	5	4	2	1.0785834212673093
T01617	4	3	4	2	3	4	3	4	5	2	2	0.14435470494236602
T01618	4	4	4	2	3	4	3	2	3	2	1	-0.2724770289441503
T01619	5	4	5	5	4	5	5	5	3	4	1	0.7433929093485636
T01620	5	3	4	2	4	2	4	5	4	3	1	0.26818492071477334
T01621	4	4	5	5	4	5	4	5	5	5	1	-0.1833799115872503
T01622	3	3	3	3	3	5	3	4	4	2	2	-0.2831408502164114
T01623	3	4	3	2	3	4	3	2	4	3	2	0.8459449761978417
T01624	3	1	1	2	2	3	2	2	4	2	1	-0.42416483018965234
T01625	5	5	3	2	5	5	4	2	5	4	2	-0.028142217288724236
T01626	4	2	5	2	2	4	4	3	1	1	1	-0.9334512596978295
T01627	2	2	4	2	1	4	2	2	4	1	1	0.46425636095827016
T01628	4	1	1	2	2	4	2	3	5	2	2	1.05549228987255
T01629	5	5	4	3	5	5	5	5	4	5	2	1.4737320627511994
T01630	4	1	4	2	2	3	4	3	2	4	1	1.3854323852839672
T01631	3	5	4	4	3	5	4	5	5	5	2	-0.2415879114723456
T01632	2	2	4	2	2	3	1	3	3	2	1	-0.27297312697285864
T01633	4	4	4	4	0	5	4	3	4	3	1	0.3298268997614009
T01634	5	5	5	5	5	5	5	5	4	5	2	2.225842045077543
T01635	4	3	5	5	1	3	3	5	2	4	1	0.3838543227199459
T01636	0	1	4	1	1	4	3	1	3	2	1	-1.004188040278698
T01637	5	5	4	5	5	5	5	5	4	4	2	0.08060964446814878
T01638	1	1	2	2	4	2	2	5	3	1	1	-0.5485645770604776
T01639	4	4	4	2	2	5	3	4	5	5	1	1.384406798592065
